agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_eps_decay_steps,param_agent_eps_end,param_agent_eps_start,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_num_update_epochs,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DRMAgent,sweep_c47,10,0.34675259292125704,0.0037248105194248567,0.00117788850939374,0.3402471840381622,0.351620078086853,0.345776692032814,0.34502135962247843,0.35025623440742487,DRMAgent,0.99,,,,5.0,462.0,0.0748448,12.6978,,,1.0,1.0,8192.0,True,1.0,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,0,0,1000000,1,True,2048
RMaxNFQAgent,sweep_c40,10,0.3306977480649948,0.2348574262228095,0.07426843922690338,0.2258035987615585,0.99628084897995,0.2634292244911194,0.2407329678535461,0.2820473760366439,RMaxNFQAgent,0.99,,,,,,0.000673117,7.71715,89.0,20.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,512,1,8,0,1000000,4,True,1024
DQNAgent,sweep_c79,10,0.3194575235247612,0.18965207893343805,0.05997325324157012,0.1354559659957885,0.6433739066123962,0.2222354263067245,0.1666987016797065,0.4980369210243225,DQNAgent,0.99,178997.0,0.0467925,0.944974,,,0.000219109,1.62485,,,,,32768.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,1,0,1000000,32,True,32
DRMAgent,sweep_c52,10,0.3107709288597107,0.003986769669716481,0.0012607272662781297,0.3049370646476745,0.3166710436344147,0.3108973354101181,0.3074916899204254,0.31246655434370035,DRMAgent,0.99,,,,5.0,166.0,0.0135717,3.00511,,,1.0,1.0,2048.0,True,1.0,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,7,0,1000000,1,True,512
DRMAgent,sweep_c39,10,0.3061319231987,0.004623983305588683,0.0014622319108254626,0.2991521060466766,0.3143007755279541,0.30705299973487854,0.3031377643346786,0.30854522436857224,DRMAgent,0.99,,,,5.0,59.0,0.0711584,13.5549,,,1.0,1.0,64.0,True,1.0,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,2,0,1000000,2,True,64
DRMAgent,sweep_c58,10,0.3011931199464016,0.10622084176523777,0.03358997949584917,0.0005998200504109,0.3655548095703125,0.3304099142551422,0.32942193746566767,0.333781436085701,DRMAgent,0.99,,,,5.0,255.0,0.0184177,5.3523,,,1.0,1.0,128.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,9,0,1000000,1,True,32
DQNAgent,sweep_c97,10,0.29712821543216705,0.15696541113219759,0.049636821304249346,0.0820810347795486,0.6067929267883301,0.27262459695339203,0.19786424934864041,0.3701230436563492,DQNAgent,0.99,201628.0,0.127018,0.990757,,,8.72999e-05,6.19834,,,,,64.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,3,0,1000000,256,True,4096
DRMAgent,sweep_c65,10,0.2943882167339325,0.003202924429565769,0.001012853637082338,0.2870855927467346,0.2981570065021515,0.29481917619705195,0.29322289675474167,0.2965627685189247,DRMAgent,0.99,,,,5.0,282.0,0.0236306,8.90704,,,1.0,1.0,256.0,True,1.0,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,8,0,1000000,2,True,128
DQNAgent,sweep_c2,10,0.29043489452451465,0.4146218325025058,0.13111493583407496,0.017073655501008,0.9083030223846436,0.04048146773129695,0.0253648054786026,0.674339497461915,DQNAgent,0.99,228631.0,0.0140847,0.6305,,,0.0109048,9.20222,,,,,2048.0,,,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,6,0,1000000,128,True,8192
DRMAgent,sweep_c36,10,0.2879656970500946,0.004328226195074342,0.0013687053004839177,0.2824379801750183,0.2958794832229614,0.28839758038520813,0.2840362712740898,0.2908060997724533,DRMAgent,0.99,,,,5.0,352.0,0.268538,5.69601,,,1.0,1.0,32768.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,4,0,1000000,2,True,8
DRMAgent,sweep_c21,10,0.28321804072329543,0.09945108723382291,0.03144919514389749,0.0001999999949475,0.3174770176410675,0.31425067782402033,0.3133968263864517,0.3151252865791321,DRMAgent,0.99,,,,5.0,184.0,0.0167635,11.2524,,,1.0,1.0,4096.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,7,0,1000000,1,True,2048
DRMAgent,sweep_c42,10,0.27743616059233317,0.14604959075522314,0.04618493581219764,9.999999747378752e-05,0.3521332442760467,0.34563054144382477,0.34171213954687113,0.3473519310355186,DRMAgent,0.99,,,,5.0,470.0,0.0832575,9.56247,,,1.0,1.0,8192.0,True,1.0,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,2,0,1000000,1,True,2048
RMaxNFQAgent,sweep_c37,10,0.2518622251198394,0.17341403128406907,0.054838331708935206,0.000399920012569,0.3832307457923889,0.3452421575784683,0.08643952087732026,0.36512076109647745,RMaxNFQAgent,0.99,,,,,,7.62108e-06,4.6982,74.0,203.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,8,0,1000000,16,True,128
DQNAgent,sweep_c99,10,0.2503495467826724,0.19376773238588282,0.06127473713853622,0.0077813249081373,0.5852911472320557,0.18794152885675425,0.09462815709412098,0.38597152382135386,DQNAgent,0.99,130391.0,0.163009,0.888096,,,8.87812e-05,14.3528,,,,,64.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,0,0,1000000,256,True,2048
DRMAgent,sweep_c22,10,0.23458850979804988,0.009770611263710122,0.0030897385725420054,0.2181568145751953,0.2456172108650207,0.23853437602519983,0.22583431378006927,0.24121592566370958,DRMAgent,0.99,,,,5.0,172.0,2.58997e-05,5.74186,,,1.0,1.0,8192.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,1024,1,3,0,1000000,1,True,8192
DRMAgent,sweep_c25,10,0.2149694681167602,0.0032167831657153624,0.0010172361542547408,0.2108912765979766,0.2210322171449661,0.21486368030309672,0.21267691999673843,0.21688626334071154,DRMAgent,0.99,,,,5.0,240.0,0.0596857,2.90122,,,1.0,1.0,4096.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,5,0,1000000,4,True,64
RMaxNFQAgent,sweep_c46,10,0.2009745389223098,,,0.2009745389223098,0.2009745389223098,0.2009745389223098,0.2009745389223098,0.2009745389223098,RMaxNFQAgent,0.99,,,,,,0.000170434,12.4913,69.0,54.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,2048,1,6,0,1000000,4,True,1024
RMaxNFQAgent,sweep_c59,10,0.19936727727108514,0.41977693130851246,0.1327451212130945,9.999999747378752e-05,0.997531533241272,0.0001999999949475,0.00012499999684221564,0.000574885008973,RMaxNFQAgent,0.99,,,,,,5.41869e-06,10.8474,87.0,152.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,1024,1,9,0,1000000,16,True,256
RMaxNFQAgent,sweep_c60,10,0.19515048712491984,0.019287379983472422,0.00609920508449136,0.1754023134708404,0.244388610124588,0.19379663467407224,0.18697026744484901,0.19682026281952852,RMaxNFQAgent,0.99,,,,,,0.120008,1.05367,24.0,201.0,,,,,,1.0,8192,FlatteningReplayBuffer,"(400,)",,0,0,100,512,1,8,0,1000000,8,True,32
RMaxNFQAgent,sweep_c17,10,0.19022758404025805,0.3551928830506886,0.11232185191219922,0.0018988606752827,0.8703709244728088,0.01761370198801155,0.0038570031756534747,0.08263036468997592,RMaxNFQAgent,0.99,,,,,,0.0196093,14.0861,7.0,12.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,1024,1,4,0,1000000,512,True,8192
DRMAgent,sweep_c23,10,0.1886726750657544,0.09910208423950334,0.03133883070667062,0.000199980000616,0.239897608757019,0.2346316054463386,0.2317608594894409,0.2368636168539524,DRMAgent,0.99,,,,5.0,360.0,0.0361644,2.56856,,,1.0,1.0,64.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,1,0,1000000,4,True,256
RMaxNFQAgent,sweep_c31,10,0.18156274557113647,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,RMaxNFQAgent,0.99,,,,,,0.00680256,4.55975,38.0,94.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,2048,1,4,0,1000000,64,True,1
DRMAgent,sweep_c18,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,DRMAgent,0.99,,,,5.0,129.0,0.0033336,10.0175,,,1.0,1.0,8192.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,2048,1,0,0,1000000,64,True,1024
RMaxNFQAgent,sweep_c21,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,RMaxNFQAgent,0.99,,,,,,3.01877e-05,13.8606,76.0,90.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,2048,1,0,0,1000000,64,True,1024
DRMAgent,sweep_c57,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,DRMAgent,0.99,,,,5.0,33.0,0.000282316,11.0408,,,1.0,1.0,256.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,2048,1,4,0,1000000,64,True,1
RMaxNFQAgent,sweep_c53,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,RMaxNFQAgent,0.99,,,,,,1.18626e-05,8.76887,64.0,171.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,2048,1,0,0,1000000,16,True,4096
DRMAgent,sweep_c24,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,DRMAgent,0.99,,,,5.0,454.0,0.229214,11.3567,,,1.0,1.0,32768.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,2048,1,1,0,1000000,32,True,8192
RMaxNFQAgent,sweep_c78,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,RMaxNFQAgent,0.99,,,,,,0.00578176,11.448,61.0,151.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,2048,1,7,0,1000000,512,True,1
DRMAgent,sweep_c33,10,0.18156274557113644,0.003694841142209376,0.0011684113601879728,0.1764154434204101,0.1886616200208664,0.18117148429155344,0.1789819002151489,0.18379953876137728,DRMAgent,0.99,,,,5.0,299.0,0.000135041,2.03165,,,1.0,1.0,16384.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,2048,1,8,0,1000000,8,True,16
DQNAgent,sweep_c32,10,0.15672340542078017,0.013771273178981884,0.004354858952597039,0.1387832760810852,0.1897049248218536,0.1546109542250633,0.15110966190695757,0.1576495915651321,DQNAgent,0.99,329593.0,0.228293,0.92608,,,0.0217421,5.69601,,,,,32768.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,4,0,1000000,2,True,2048
DRMAgent,sweep_c64,10,0.15472408987989178,0.10600113129223035,0.03352050094379953,0.000399920012569,0.223081886768341,0.21896331757307047,0.056453594530466895,0.22082354128360748,DRMAgent,0.99,,,,5.0,340.0,0.120896,0.406189,,,1.0,1.0,32768.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,4,0,1000000,4,True,16
DRMAgent,sweep_c12,10,0.12567326128482814,0.006233937148708118,0.0019713440180253445,0.1160671487450599,0.134641021490097,0.12278116121888155,0.12228623591363427,0.1309317387640476,DRMAgent,0.99,,,,5.0,418.0,3.9255e-06,12.8443,,,1.0,1.0,256.0,True,1.0,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,4,0,1000000,512,True,1
DQNAgent,sweep_c45,10,0.12494426816701887,0.002775256946570388,0.0008776133043366647,0.1207905560731887,0.1300611197948455,0.1250718832015991,0.12335265800356865,0.12658094614744184,DQNAgent,0.99,367318.0,0.0131996,0.721377,,,0.179276,12.1733,,,,,256.0,,,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,8,0,1000000,1,True,64
DRMAgent,sweep_c56,10,0.11836918368935581,0.01305065392692619,0.004126979136370742,0.0983178690075874,0.1371765583753585,0.11921676620841021,0.10715928114950653,0.1290347129106521,DRMAgent,0.99,,,,5.0,420.0,0.000985137,2.27079,,,1.0,1.0,128.0,True,1.0,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,1024,1,0,0,1000000,2,True,64
DQNAgent,sweep_c8,10,0.11223422996699806,0.027945702701640554,0.008837207135110504,0.0606474243104457,0.1641320437192917,0.1086113825440406,0.09785158745944497,0.12875827029347411,DQNAgent,0.99,442691.0,0.231178,0.913739,,,0.0296623,13.4828,,,,,128.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,8,0,1000000,256,True,256
DRMAgent,sweep_c90,10,0.1114106996639748,0.1302291339767804,0.04118206810778475,0.0,0.3216302990913391,0.05748701949778475,9.999999747378752e-05,0.22279505431652064,DRMAgent,0.99,,,,5.0,345.0,6.96842e-05,3.89412,,,1.0,1.0,4096.0,True,1.0,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,2,0,1000000,1,True,256
DQNAgent,sweep_c49,10,0.1091572560369968,0.003012398343989011,0.0009526039986724669,0.1019857302308082,0.1137805134057998,0.10969977080821985,0.1086100861430168,0.11034176871180527,DQNAgent,0.99,239797.0,0.131103,0.611206,,,0.0413895,11.8644,,,,,2048.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,9,0,1000000,1,True,16
DQNAgent,sweep_c86,10,0.10270114168524735,0.09528946735925863,0.03013317538795275,0.0204101856797933,0.3240388035774231,0.07451744377613065,0.0415956582874059,0.11646159924566737,DQNAgent,0.99,218401.0,0.0179852,0.798335,,,0.00426229,3.34916,,,,,512.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,6,0,1000000,256,True,8192
RMaxNFQAgent,sweep_c86,10,0.09997579371702156,0.3148162875025274,0.0995536513026388,9.999999747378752e-05,0.9959585070610046,0.000499950023368,0.00042491501517355,0.0005748975090682,RMaxNFQAgent,0.99,,,,,,5.34368e-06,6.0307,15.0,240.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,256,1,7,0,1000000,32,True,2048
DQNAgent,sweep_c64,10,0.09284386113286014,0.03316251770682767,0.010486908889923945,0.0409731119871139,0.1349342465400695,0.10160640627145764,0.06554319988936183,0.11667968891561024,DQNAgent,0.99,399505.0,0.100404,0.630004,,,0.0147679,8.20174,,,,,512.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,4,0,1000000,1,True,16
DRMAgent,sweep_c63,10,0.0900240862043574,0.04556009624347333,0.014407367454585701,0.0015990405809134,0.118517093360424,0.1096979565918445,0.10812391899526118,0.11266176588833328,DRMAgent,0.99,,,,5.0,485.0,0.0560258,7.67415,,,1.0,1.0,2048.0,True,1.0,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,1,0,1000000,16,True,64
DRMAgent,sweep_c60,10,0.08681234871182818,0.11162351985370081,0.03529845631827196,0.0,0.2206546813249588,0.0007998400542419,0.0001999999949475,0.21379435434937472,DRMAgent,0.99,,,,5.0,338.0,0.026024,5.60004,,,1.0,1.0,1024.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,2,0,1000000,4,True,128
RMaxNFQAgent,sweep_c0,10,0.08381206252961416,0.2351814554759089,0.0743709062737351,0.0004999000229872,0.7522428035736084,0.00259523931890725,0.0006248575227800249,0.027160130441188726,RMaxNFQAgent,0.99,,,,,,0.096538,13.4085,97.0,21.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,2048,1,9,0,1000000,64,True,128
DRMAgent,sweep_c59,10,0.08195412159329861,0.08610550006973995,0.027228949928816547,0.0,0.1662573218345642,0.0803037156583741,0.00027498750205262503,0.16383302211761475,DRMAgent,0.99,,,,5.0,92.0,0.0796451,12.3032,,,1.0,1.0,512.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,2,0,1000000,8,True,8
RMaxNFQAgent,sweep_c66,10,0.07859810819572881,0.24732047319719586,0.07820960072937648,0.0,0.7824832201004028,0.0001999999949475,0.00012499999684221564,0.000899340535397575,RMaxNFQAgent,0.99,,,,,,0.000113124,12.5389,1.0,119.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,3,0,1000000,512,True,8
DRMAgent,sweep_c17,10,0.07207882801885714,0.09165431736207325,0.028983640025206703,0.0001999999949475,0.1819632202386856,0.0027475723472889,0.000325000008160675,0.17712627723813057,DRMAgent,0.99,,,,5.0,241.0,0.0131392,14.5016,,,1.0,1.0,512.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,5,0,1000000,4,True,256
DRMAgent,sweep_c43,10,0.06873548110015686,0.04075535539431356,0.012887974989566061,0.0064831436611711,0.101820632815361,0.0904241912066936,0.0338305383920669,0.0960513651371002,DRMAgent,0.99,,,,5.0,493.0,0.0675191,7.9241,,,1.0,1.0,64.0,True,1.0,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,1,0,1000000,64,True,2048
DRMAgent,sweep_c49,10,0.06517626388740606,0.10830388751432965,0.03424869639959537,0.0,0.2648105323314667,0.0001999999949475,2.499999936844688e-05,0.11392786674696248,DRMAgent,0.99,,,,5.0,415.0,2.33088e-06,3.66038,,,1.0,1.0,256.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,9,0,1000000,1,True,128
DRMAgent,sweep_c19,10,0.062266926281154135,0.029219848765040374,0.009240127498318578,0.0179813224822282,0.1166379153728485,0.05952731892466545,0.043907575309276574,0.07599847950041289,DRMAgent,0.99,,,,5.0,183.0,0.0880622,2.38585,,,1.0,1.0,1024.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,0,0,1000000,128,True,32
DQNAgent,sweep_c20,10,0.06068513058125968,0.00784855383509611,0.0024819306457353283,0.0506316795945167,0.0777142867445945,0.0626479163765907,0.054591411724686574,0.06314570829272267,DQNAgent,0.99,117967.0,0.0172368,0.789008,,,0.00323475,5.74186,,,,,8192.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,1,0,1000000,64,True,4096
DRMAgent,sweep_c13,10,0.05587919479075931,0.048469287743327684,0.015327334583499816,9.999999747378752e-05,0.108915664255619,0.08523637056350705,0.00017498000124759064,0.0903212651610374,DRMAgent,0.99,,,,5.0,64.0,0.00379551,1.88346,,,1.0,1.0,32768.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,3,0,1000000,2,True,512
DQNAgent,sweep_c15,10,0.05325071811676021,0.003632392932697095,0.0011486635024021525,0.0487708933651447,0.0581953562796115,0.0543526411056518,0.0494459718465805,0.05523385945707555,DQNAgent,0.99,384568.0,0.0338555,0.439549,,,0.681775,12.5911,,,,,8192.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,3,0,1000000,8,True,4096
DQNAgent,sweep_c84,10,0.05312287583947176,0.0011585951401917394,0.0003663799529007989,0.0515595786273479,0.0548025928437709,0.053210822865366894,0.05231085885316125,0.05383253190666433,DQNAgent,0.99,441642.0,0.0211369,0.47481,,,0.457688,14.0235,,,,,1024.0,,,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,5,0,1000000,2,True,512
DQNAgent,sweep_c62,10,0.049859026446938466,0.0014426623722968044,0.00045620989910797016,0.0473611652851104,0.0518613085150718,0.05014500021934505,0.048825204372406,0.050696690566837725,DQNAgent,0.99,187314.0,0.0592993,0.538272,,,0.461536,9.5096,,,,,8192.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,3,0,1000000,8,True,1
DQNAgent,sweep_c9,10,0.04751658923923965,0.008427768416314265,0.002665094378798324,0.0323602184653282,0.0582352951169014,0.0494783762842416,0.041129621677100575,0.05261453986167908,DQNAgent,0.99,310225.0,0.209933,0.89464,,,0.0618183,8.73746,,,,,4096.0,,,,131072,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,8,0,1000000,32,True,32
DQNAgent,sweep_c50,10,0.042131936922669345,0.0025874340628979572,0.0008182184934260915,0.0381995849311351,0.0454724393784999,0.04245559312403195,0.040518984198570175,0.043627250008284976,DQNAgent,0.99,300786.0,0.0964979,0.961348,,,0.2085,3.52186,,,,,512.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,5,0,1000000,16,True,4
RMaxNFQAgent,sweep_c11,10,0.04107628186466168,0.047203063018215946,0.014926919167402446,0.0005998200504109,0.1168738231062889,0.0244076657108962,0.002147465536836475,0.07339656259864565,RMaxNFQAgent,0.99,,,,,,0.0618183,13.4781,27.0,215.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,256,1,5,0,1000000,128,True,1024
DRMAgent,sweep_c15,10,0.03961430546187325,0.033873157243568534,0.010711632843070749,0.0002999700082,0.0742149427533149,0.059777602553367545,0.00064990753890015,0.0667313039302825,DRMAgent,0.99,,,,5.0,218.0,0.0859822,3.39036,,,1.0,1.0,128.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,4,0,1000000,32,True,4
RMaxNFQAgent,sweep_c70,10,0.03758376124314958,0.0162797616855167,0.005148112669097458,0.0054840962402522,0.053521666675806,0.0432507768273353,0.029574461746960826,0.049144113436341244,RMaxNFQAgent,0.99,,,,,,0.340364,9.72078,70.0,95.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,8,0,1000000,2,True,4
RMaxNFQAgent,sweep_c43,10,0.037239950336515885,0.11684988534878467,0.036951178203169815,0.0,0.3697997033596039,0.00029997000092405,9.999999747378752e-05,0.0005499550097737751,RMaxNFQAgent,0.99,,,,,,1.99294e-05,8.98581,33.0,86.0,,,,,,1.0,8192,FlatteningReplayBuffer,"(400,)",,0,0,100,128,1,6,0,1000000,32,True,2
DQNAgent,sweep_c6,10,0.03289131317287679,0.0017032544316545977,0.0005386163438804123,0.0304412487894296,0.0357319600880146,0.03233783505856985,0.03180622588843105,0.034216323867440175,DQNAgent,0.99,287906.0,0.151653,0.442241,,,0.27805,4.38609,,,,,32768.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,8,0,1000000,64,True,512
DQNAgent,sweep_c4,10,0.032175338827073525,0.001611297809696225,0.0005095371067480612,0.0303000304847955,0.0350998602807521,0.03235861100256435,0.0306480964645743,0.032999359071254675,DQNAgent,0.99,457377.0,0.030225,0.470738,,,0.132293,2.9469,,,,,128.0,,,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,0,0,1000000,4,True,2
DRMAgent,sweep_c32,10,0.03162015012931074,0.024615376614336812,0.007784065556414845,0.0036951962392777,0.0651472136378288,0.024289526045322397,0.009777718689292576,0.056905529461801,DRMAgent,0.99,,,,5.0,405.0,0.0174328,11.7133,,,1.0,1.0,2048.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,6,0,1000000,16,True,4
DRMAgent,sweep_c30,10,0.03130051568150516,0.0028692973899323644,0.0009073515036562555,0.026440879330039,0.0358447730541229,0.03204430826008315,0.029290983453392903,0.032906447537243325,DRMAgent,0.99,,,,5.0,481.0,0.0991149,9.86489,,,1.0,1.0,32768.0,True,1.0,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,2048,1,2,0,1000000,64,True,8192
DQNAgent,sweep_c38,10,0.028718457557260952,0.0021280797396885306,0.000672957901987398,0.0240222346037626,0.0316863059997558,0.0288175921887159,0.028178073931485376,0.02989403437823055,DQNAgent,0.99,429929.0,0.212786,0.973797,,,0.000101942,0.628477,,,,,2048.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,4,0,1000000,512,True,8192
DQNAgent,sweep_c83,10,0.02846368346363303,0.0013865404100867971,0.00043846257637381817,0.0255850851535797,0.0305252727121114,0.0285657346248626,0.027940978296101076,0.02933743223547935,DQNAgent,0.99,464603.0,0.0168723,0.878386,,,2.65153e-05,6.66553,,,,,512.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,8,0,1000000,256,True,1
DQNAgent,sweep_c67,10,0.028147467039525483,0.01383916643172127,0.004376328684238431,0.013334659859538,0.0617392137646675,0.028061164543032598,0.01839668117463585,0.03224282152950762,DQNAgent,0.99,86749.0,0.228517,0.474333,,,0.00134813,6.28097,,,,,128.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,4,0,1000000,256,True,512
DQNAgent,sweep_c96,10,0.02742213681340212,0.0022809207785571893,0.0007212904822645266,0.0240007936954498,0.0307768434286117,0.02702283393591635,0.02630078373476855,0.0291167730465531,DQNAgent,0.99,468889.0,0.0421027,0.980465,,,2.33554e-06,6.78961,,,,,512.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,4,0,1000000,16,True,1024
RMaxNFQAgent,sweep_c95,10,0.027091170102357807,0.0033222010422388477,0.0010505722138460013,0.0222948864102363,0.033464565873146,0.0265368493273854,0.025874406099319375,0.02784996572881935,RMaxNFQAgent,0.99,,,,,,0.0243757,3.01392,86.0,153.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,5,0,1000000,256,True,4096
DRMAgent,sweep_c27,10,0.02504052240401502,0.015458054828776196,0.004888266145469691,0.0133359869942069,0.0495195128023624,0.0165010252967476,0.015556307509541501,0.03685461590066547,DRMAgent,0.99,,,,5.0,333.0,0.143634,10.3592,,,1.0,1.0,1024.0,True,1.0,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,0,0,1000000,128,True,1024
DQNAgent,sweep_c44,10,0.02498881723731751,0.00136110277548494,0.0004304184900109203,0.0228401198983192,0.0268742553889751,0.02491434011608355,0.024200040847063023,0.02605123165994875,DQNAgent,0.99,383442.0,0.0225403,0.954867,,,9.26615e-06,0.927353,,,,,2048.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,6,0,1000000,64,True,128
DQNAgent,sweep_c73,10,0.02494641421362754,0.014102322188696023,0.004459545841381027,0.0123419929295778,0.0551724135875701,0.02073497697710985,0.015191546175628876,0.025687823537737124,DQNAgent,0.99,242641.0,0.0143145,0.501547,,,0.0273429,5.82354,,,,,2048.0,,,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,2,0,1000000,64,True,128
