parent_run_id,parent_name,eval_auc_mean,eval_auc_se,eval_last100_mean,eval_last100_se,eval_full_mean,eval_full_se,eval_n_seeds,train_auc_mean,train_auc_se,train_last100_mean,train_last100_se,train_full_mean,train_full_se,train_n_seeds,param.num_actions,param.m,param.initial_value,param.learning_rate,param.num_states,param.r_max,param.discount,param.horizon
dbb1960a198f4419b585199491ecec89,rmax_dtp_planner_lr0p2_m_1_hz7,0.0,0.0,0.0,0.0,0.0,0.0,7,-1037.8123025099437,148.50903682758718,0.0,0.0,-0.006918748683399625,0.0009900602455172479,7,2,1,0.0,0.2,252,6.0,0.9,7
e40a590808e7492a9de892c3c1e65b4a,rmax_dtp_planner_lr0p2_m_1_hz6,0.0,0.0,0.0,0.0,0.0,0.0,11,-1257.4464917182922,95.29223094551789,0.0,0.0,-0.00838297661145528,0.0006352815396367858,11,2,1,0.0,0.2,252,6.0,0.9,6
05945bdf36844390a712abbac05f5053,rmax_dtp_planner_lr0p2_m_1_hz5,0.0,0.0,0.0,0.0,0.0,0.0,11,-988.0654573440552,93.53480266865584,0.0,0.0,-0.006587103048960367,0.0006235653511243724,11,2,1,0.0,0.2,252,6.0,0.9,5
3015c11a0d0843afae03634b1ebc0cb1,rmax_dtp_planner_lr0p2_m_1_hz4,0.0,0.0,0.0,0.0,0.0,0.0,11,-948.9523351192474,73.21451412679338,0.0,0.0,-0.0063263489007949845,0.00048809676084528915,11,2,1,0.0,0.2,252,6.0,0.9,4
e17c1751299a478799f50364bfc5924e,rmax_dtp_planner_lr0p2_m_1_hz3,0.0,0.0,0.0,0.0,0.0,0.0,11,-1178.790259361267,72.9993239334924,0.0,0.0,-0.007858601729075114,0.000486662159556616,11,2,1,0.0,0.2,252,6.0,0.9,3
ce8917916bc54b499f1571908e7de6d2,rmax_dtp_planner_lr0p2_m_1_hz2,0.0,0.0,0.0,0.0,0.0,0.0,11,-1127.3705065250397,102.36259690476577,0.0,0.0,-0.007515803376833598,0.0006824173126984382,11,2,1,0.0,0.2,252,6.0,0.9,2
5b4a27e831164e5b8bedea0b9aad8cfb,rmax_dtp_planner_lr0p2_m_1_hz1,0.0,0.0,0.0,0.0,0.0,0.0,11,-968.0875182151794,112.02165424378568,0.0,0.0,-0.006453916788101197,0.0007468110282919046,11,2,1,0.0,0.2,252,6.0,0.9,1
0ee3104ba9b946589b0cae6a31f4b5ad,rmax_dtp_planner_lr0p1_m_30_hz3,0.0,0.0,0.0,0.0,0.0,0.0,11,-10712.969213724136,831.967444053,0.0,0.0,-0.03960975793997446,0.0025974215796760645,11,2,30,0.0,0.1,252,6.0,0.9,3
3f1343d575b84018abc5d8deaa63f4c7,rmax_dtp_planner_lr0p1_m_30_hz2,0.0,0.0,0.0,0.0,0.0,0.0,11,-11976.702064275742,542.0855008388218,0.0,0.0,-0.043659294048945106,0.0019383599397404887,11,2,30,0.0,0.1,252,6.0,0.9,2
ad125c4565f14fcb90bd177bb2383fcf,rmax_dtp_planner_lr0p1_m_25_hz7,0.0,0.0,0.0,0.0,0.0,0.0,11,-8156.179016828537,820.8929936881792,0.0,0.0,-0.03166524376471837,0.002984424692694928,11,2,25,0.0,0.1,252,6.0,0.9,7
fc0cf6cd4fdd4345943d03b2c32a20af,rmax_dtp_planner_lr0p1_m_25_hz5,0.0,0.0,0.0,0.0,0.0,0.0,11,-9554.033532738686,722.3483798103225,0.0,0.0,-0.03578322944045067,0.002438071753287354,11,2,25,0.0,0.1,252,6.0,0.9,5
53edf1c24f1d46bb855cae220b3d984d,rmax_dtp_planner_lr0p1_m_25_hz4,0.0,0.0,0.0,0.0,0.0,0.0,11,-8607.235985994339,583.4782845745835,0.0,0.0,-0.0328336272239685,0.0019853296499734224,11,2,25,0.0,0.1,252,6.0,0.9,4
4821bf00456a4677bef18ed3b3398f7b,rmax_dtp_planner_lr0p1_m_25_hz1,0.0,0.0,0.0,0.0,0.0,0.0,11,-9291.865074634552,749.7381971774463,0.0,0.0,-0.03485696681340535,0.002605142682353977,11,2,25,0.0,0.1,252,6.0,0.9,1
b4586974426e4fa3bd83b9ecb258efdd,rmax_dtp_planner_lr0p1_m_20_hz4,0.0,0.0,0.0,0.0,0.0,0.0,11,-7622.319757938385,493.88004683621875,0.0,0.0,-0.029462775905927018,0.0018794081414967706,11,2,20,0.0,0.1,252,6.0,0.9,4
6fa2e15a94ac49a5a2c3da46b28caf05,rmax_dtp_planner_lr0p1_m_20_hz2,0.0,0.0,0.0,0.0,0.0,0.0,11,-7301.114189624786,607.3752531650042,0.0,0.0,-0.028290842731793726,0.0020978445648719038,11,2,20,0.0,0.1,252,6.0,0.9,2
71a393f12f814657a193ca47edc9da96,rmax_dtp_planner_lr0p1_m_15_hz7,0.0,0.0,0.0,0.0,0.0,0.0,11,-5030.106782913208,514.8615774056959,0.0,0.0,-0.02073374706506729,0.0018416016148542894,11,2,15,0.0,0.1,252,6.0,0.9,7
4a1e8488ef69466480cf8a27991da890,rmax_dtp_planner_lr0p1_m_15_hz4,0.0,0.0,0.0,0.0,0.0,0.0,11,-5172.159838676453,439.95152040336745,0.0,0.0,-0.021670141339302063,0.0014267911379181393,11,2,15,0.0,0.1,252,6.0,0.9,4
e6c6c56fcd6b4a099ecd081ce77094e2,rmax_dtp_planner_lr0p1_m_15_hz3,0.0,0.0,0.0,0.0,0.0,0.0,11,-4760.652714967728,556.2975401369239,0.0,0.0,-0.020184022506078085,0.0018374033606291232,11,2,15,0.0,0.1,252,6.0,0.9,3
9f1f347c73f14c2385047e5684421567,rmax_dtp_planner_lr0p1_m_10_hz7,0.0,0.0,0.0,0.0,0.0,0.0,11,-3390.7759070396423,554.4889932263819,0.0,0.0,-0.015237488210201263,0.0020241276237490586,11,2,10,0.0,0.1,252,6.0,0.9,7
b2d8054cb36a4c77aaacc4f32f6c7317,rmax_dtp_planner_lr0p1_m_10_hz6,0.0,0.0,0.0,0.0,0.0,0.0,11,-2872.159218788147,305.4978008594824,0.0,0.0,-0.013808614095052083,0.0011242002979370558,11,2,10,0.0,0.1,252,6.0,0.9,6
3203bfcde14b4d7eadc4715253256d47,rmax_dtp_planner_lr0p1_m_10_hz5,0.0,0.0,0.0,0.0,0.0,0.0,11,-3803.211510181427,438.6192750873203,0.0,0.0,-0.01660896984736125,0.001659877427659723,11,2,10,0.0,0.1,252,6.0,0.9,5
59d298c68ae546d9b295da21b6fd109a,rmax_dtp_planner_lr0p1_m_5_hz7,0.0,0.0,0.0,0.0,0.0,0.0,11,-1601.6525268554688,215.68945155700783,0.0,0.0,-0.010029451608657838,0.0007996184401879635,11,2,5,0.0,0.1,252,6.0,0.9,7
4e650c1d31b54f57983155adf67e2544,rmax_dtp_planner_lr0p1_m_5_hz6,0.0,0.0,0.0,0.0,0.0,0.0,11,-1186.9464695453644,100.83725115944543,0.0,0.0,-0.007912976463635762,0.0006722483410629696,11,2,5,0.0,0.1,252,6.0,0.9,6
56db74fd2002451e803150df3d7532e1,rmax_dtp_planner_lr0p1_m_5_hz5,0.0,0.0,0.0,0.0,0.0,0.0,11,-1391.0999357700348,174.39649239076422,0.0,0.0,-0.008872990091641744,0.0009028091284631161,11,2,5,0.0,0.1,252,6.0,0.9,5
ad861c7fe4424df59aa3a3f1d18bf35e,rmax_dtp_planner_lr0p1_m_5_hz4,0.0,0.0,0.0,0.0,0.0,0.0,11,-1869.8813378810883,318.55666330402335,0.0,0.0,-0.010558797041575115,0.0011341700286326701,11,2,5,0.0,0.1,252,6.0,0.9,4
f585ce87e16a4af5a46a56834e9205f4,rmax_dtp_planner_lr0p1_m_5_hz3,0.0,0.0,0.0,0.0,0.0,0.0,11,-1597.4783062934875,330.82207496560693,0.0,0.0,-0.009150050719579061,0.0011951528122593404,11,2,5,0.0,0.1,252,6.0,0.9,3
476bbf0d3c2d49ca84ea51eb5932ea8d,rmax_dtp_planner_lr0p1_m_5_hz2,0.0,0.0,0.0,0.0,0.0,0.0,11,-1238.4650886058807,108.61807903339962,0.0,0.0,-0.008256433924039205,0.0007241205268893309,11,2,5,0.0,0.1,252,6.0,0.9,2
0483e5add358407bbac5f3e142263940,rmax_dtp_planner_lr0p1_m_5_hz1,0.0,0.0,0.0,0.0,0.0,0.0,11,-1177.055263519287,106.8852197610353,0.0,0.0,-0.007847035090128582,0.0007125681317402355,11,2,5,0.0,0.1,252,6.0,0.9,1
13bfd80998914afc97f90cf9a388db1d,rmax_dtp_planner_lr0p1_m_1_hz7,0.0,0.0,0.0,0.0,0.0,0.0,11,-1209.9805653095245,63.7554879891251,0.0,0.0,-0.008066537102063499,0.0004250365865941673,11,2,1,0.0,0.1,252,6.0,0.9,7
fced4f6d40f040e5825e0f25c3e9bc46,rmax_dtp_planner_lr0p1_m_1_hz6,0.0,0.0,0.0,0.0,0.0,0.0,11,-1084.6595227718353,130.3390171861974,0.0,0.0,-0.00723106348514557,0.0008689267812413159,11,2,1,0.0,0.1,252,6.0,0.9,6
926e49f9585d42c88eb1b955ff667f94,rmax_dtp_planner_lr0p1_m_1_hz5,0.0,0.0,0.0,0.0,0.0,0.0,11,-1076.0852456092834,68.44835814303309,0.0,0.0,-0.007173901637395223,0.00045632238762022064,11,2,1,0.0,0.1,252,6.0,0.9,5
63c191fe8c0e416581eec002489afd2d,rmax_dtp_planner_lr0p1_m_1_hz4,0.0,0.0,0.0,0.0,0.0,0.0,11,-1002.7136206626892,63.16461015171398,0.0,0.0,-0.0066847574710845944,0.00042109740101142654,11,2,1,0.0,0.1,252,6.0,0.9,4
b943a5b431d747e39e93fe9f7f3423a6,rmax_dtp_planner_lr0p1_m_1_hz3,0.0,0.0,0.0,0.0,0.0,0.0,11,-1262.2439444065094,88.7518659307446,0.0,0.0,-0.00841495962937673,0.000591679106204964,11,2,1,0.0,0.1,252,6.0,0.9,3
1617e3a57acf4dbe8dd74a1bcd71b838,rmax_dtp_planner_lr0p1_m_1_hz2,0.0,0.0,0.0,0.0,0.0,0.0,11,-1227.481746673584,111.31440696272387,0.0,0.0,-0.00818321164449056,0.000742096046418159,11,2,1,0.0,0.1,252,6.0,0.9,2
