parent_run_id,parent_name,eval_auc_mean,eval_auc_se,eval_last100_mean,eval_last100_se,eval_full_mean,eval_full_se,eval_total_sum_mean,eval_total_sum_se,eval_n_seeds,train_auc_mean,train_auc_se,train_last100_mean,train_last100_se,train_full_mean,train_full_se,train_total_sum_mean,train_total_sum_se,train_n_seeds,param.num_actions,param.use_time_bonus,param.initial_value,param.learning_rate,param.num_states,param.discount,param.horizon,param.beta
0cb29cfb6c0341358f0a6994691ba3b8,ucb_dtp_planner_lr1p0_beta100_hz7_timebonus,,,,,,,,,11,0.0,0.0,227.69241790771486,172.17083990460532,227.69241790771486,172.17083990460532,227.69241790771486,172.17083990460532,11,2,True,0.0,1.0,6,0.95,7,100
8abb2874209e472dbcd4b92737a8212d,ucb_dtp_planner_lr1p0_beta100_hz7_static,,,,,,,,,11,0.0,0.0,52.34415168762207,6.4786362466950385,52.34415168762207,6.4786362466950385,52.34415168762207,6.4786362466950385,11,2,False,0.0,1.0,6,0.95,7,100
6cee79e1e8ba4b00b708712f4e913ed3,ucb_dtp_planner_lr1p0_beta100_hz6_timebonus,,,,,,,,,11,0.0,0.0,1150.1739336013793,846.3148072558788,1150.1739336013793,846.3148072558788,1150.1739336013793,846.3148072558788,11,2,True,0.0,1.0,6,0.95,6,100
96eb060bd5864ec4afa464b985350c76,ucb_dtp_planner_lr1p0_beta100_hz6_static,,,,,,,,,11,0.0,0.0,59.20419197082519,3.509780354221628,59.20419197082519,3.509780354221628,59.20419197082519,3.509780354221628,11,2,False,0.0,1.0,6,0.95,6,100
6a5076d7911d4e61bafe6ac50f35fa4e,ucb_dtp_planner_lr1p0_beta100_hz5_timebonus,,,,,,,,,11,0.0,0.0,44.167625427246094,3.3860122791368426,44.167625427246094,3.3860122791368426,44.167625427246094,3.3860122791368426,11,2,True,0.0,1.0,6,0.95,5,100
ba6645f881ca4818b56076fd7b3cf262,ucb_dtp_planner_lr1p0_beta100_hz5_static,,,,,,,,,11,0.0,0.0,50.76606349945068,4.82957290557012,50.76606349945068,4.82957290557012,50.76606349945068,4.82957290557012,11,2,False,0.0,1.0,6,0.95,5,100
5b9fc686c93d481c805c851271526413,ucb_dtp_planner_lr1p0_beta100_hz4_timebonus,,,,,,,,,11,0.0,0.0,49.05391902923584,3.759357977801119,49.05391902923584,3.759357977801119,49.05391902923584,3.759357977801119,11,2,True,0.0,1.0,6,0.95,4,100
2ed6e019144f4dffaaa9cbf55c109023,ucb_dtp_planner_lr1p0_beta100_hz4_static,,,,,,,,,11,0.0,0.0,591.5388767242432,539.0060891891172,591.5388767242432,539.0060891891172,591.5388767242432,539.0060891891172,11,2,False,0.0,1.0,6,0.95,4,100
a50f4bc3f8774c009c02d52a217d9f79,ucb_dtp_planner_lr1p0_beta100_hz3_timebonus,,,,,,,,,11,0.0,0.0,404.2730297088623,356.32162450946106,404.2730297088623,356.32162450946106,404.2730297088623,356.32162450946106,11,2,True,0.0,1.0,6,0.95,3,100
77d38f720c0944cc92f906b2a17a93d6,ucb_dtp_planner_lr1p0_beta100_hz3_static,,,,,,,,,11,0.0,0.0,50.995391845703125,2.2988765755994294,50.995391845703125,2.2988765755994294,50.995391845703125,2.2988765755994294,11,2,False,0.0,1.0,6,0.95,3,100
52d8f4ce2ceb428ca2eacb78642c5529,ucb_dtp_planner_lr1p0_beta100_hz2_timebonus,,,,,,,,,11,0.0,0.0,51.51114196777344,3.4874559873260833,51.51114196777344,3.4874559873260833,51.51114196777344,3.4874559873260833,11,2,True,0.0,1.0,6,0.95,2,100
c1d715c31f1a4060b25a106c03b6a0bc,ucb_dtp_planner_lr1p0_beta100_hz2_static,,,,,,,,,11,0.0,0.0,63.27292060852051,3.1527060417872756,63.27292060852051,3.1527060417872756,63.27292060852051,3.1527060417872756,11,2,False,0.0,1.0,6,0.95,2,100
9bdbdcde5ffe413fae34f4effae0b6aa,ucb_dtp_planner_lr1p0_beta100_hz1_timebonus,,,,,,,,,11,0.0,0.0,352.10556869506837,288.9735202422476,352.10556869506837,288.9735202422476,352.10556869506837,288.9735202422476,11,2,True,0.0,1.0,6,0.95,1,100
a925d77f9a86422b9d8e84dae96303fd,ucb_dtp_planner_lr1p0_beta100_hz1_static,,,,,,,,,11,0.0,0.0,61.90938873291016,3.30030669796885,61.90938873291016,3.30030669796885,61.90938873291016,3.30030669796885,11,2,False,0.0,1.0,6,0.95,1,100
6f90b98175b2425cb5ac0f319e1fe177,ucb_dtp_planner_lr1p0_beta50_hz7_timebonus,,,,,,,,,11,0.0,0.0,65.82030334472657,3.250166371378809,65.82030334472657,3.250166371378809,65.82030334472657,3.250166371378809,11,2,True,0.0,1.0,6,0.95,7,50
41f1ef04f6104d6c86f563033f80ea4a,ucb_dtp_planner_lr1p0_beta50_hz7_static,,,,,,,,,11,0.0,0.0,63.035910034179686,3.8672711687608685,63.035910034179686,3.8672711687608685,63.035910034179686,3.8672711687608685,11,2,False,0.0,1.0,6,0.95,7,50
adbcb6cb13834c5dba985558ff0520b4,ucb_dtp_planner_lr1p0_beta50_hz6_timebonus,,,,,,,,,11,0.0,0.0,66.13791885375977,5.141641844393717,66.13791885375977,5.141641844393717,66.13791885375977,5.141641844393717,11,2,True,0.0,1.0,6,0.95,6,50
b1a8de9160cb4dc7a0dba5b513df9576,ucb_dtp_planner_lr1p0_beta50_hz6_static,,,,,,,,,11,0.0,0.0,548.2681781768799,484.62756577179135,548.2681781768799,484.62756577179135,548.2681781768799,484.62756577179135,11,2,False,0.0,1.0,6,0.95,6,50
3683dca7f34a4149862ae77e8ffbff5f,ucb_dtp_planner_lr1p0_beta50_hz5_timebonus,,,,,,,,,11,0.0,0.0,66.74950981140137,2.6333640447279105,66.74950981140137,2.6333640447279105,66.74950981140137,2.6333640447279105,11,2,True,0.0,1.0,6,0.95,5,50
57c4a2a367644369bbd8fdc3ef19b01c,ucb_dtp_planner_lr1p0_beta50_hz5_static,,,,,,,,,11,0.0,0.0,70.03424415588378,3.4867804124187907,70.03424415588378,3.4867804124187907,70.03424415588378,3.4867804124187907,11,2,False,0.0,1.0,6,0.95,5,50
e9e9f7cd03cc4175b69ce06c8354c5f1,ucb_dtp_planner_lr1p0_beta50_hz4_timebonus,,,,,,,,,11,0.0,0.0,57.998246383666995,4.4203695252776365,57.998246383666995,4.4203695252776365,57.998246383666995,4.4203695252776365,11,2,True,0.0,1.0,6,0.95,4,50
68fa100f7cc842208f7bcab4825085af,ucb_dtp_planner_lr1p0_beta50_hz4_static,,,,,,,,,11,0.0,0.0,68.81018676757813,3.6083530145662146,68.81018676757813,3.6083530145662146,68.81018676757813,3.6083530145662146,11,2,False,0.0,1.0,6,0.95,4,50
2c779c6ccef540a799c333d8081d50f4,ucb_dtp_planner_lr1p0_beta50_hz3_timebonus,,,,,,,,,11,0.0,0.0,55.99485187530517,4.509559358987934,55.99485187530517,4.509559358987934,55.99485187530517,4.509559358987934,11,2,True,0.0,1.0,6,0.95,3,50
925fd99a05554b43b7cffabdc8858827,ucb_dtp_planner_lr1p0_beta50_hz3_static,,,,,,,,,11,0.0,0.0,68.43604049682617,3.4696882073418513,68.43604049682617,3.4696882073418513,68.43604049682617,3.4696882073418513,11,2,False,0.0,1.0,6,0.95,3,50
3a28c66d39fb4b41a0c6f1f38e1bd0d1,ucb_dtp_planner_lr1p0_beta50_hz2_timebonus,,,,,,,,,11,0.0,0.0,64.93743324279785,4.0304018741591845,64.93743324279785,4.0304018741591845,64.93743324279785,4.0304018741591845,11,2,True,0.0,1.0,6,0.95,2,50
92955d909ef749798548d4facc012384,ucb_dtp_planner_lr1p0_beta50_hz2_static,,,,,,,,,11,0.0,0.0,68.12153472900391,4.154712160723424,68.12153472900391,4.154712160723424,68.12153472900391,4.154712160723424,11,2,False,0.0,1.0,6,0.95,2,50
b8a3f954f8f44429be9cd020cdd435df,ucb_dtp_planner_lr1p0_beta50_hz1_timebonus,,,,,,,,,11,0.0,0.0,71.74936141967774,3.6575972562078216,71.74936141967774,3.6575972562078216,71.74936141967774,3.6575972562078216,11,2,True,0.0,1.0,6,0.95,1,50
cccd4cc98cb44329b81e2f4b77c20764,ucb_dtp_planner_lr1p0_beta50_hz1_static,,,,,,,,,11,0.0,0.0,65.47892951965332,3.619971107861236,65.47892951965332,3.619971107861236,65.47892951965332,3.619971107861236,11,2,False,0.0,1.0,6,0.95,1,50
9da367f77a564bf186186d02fb2adbde,ucb_dtp_planner_lr1p0_beta40p0_hz7_timebonus,,,,,,,,,11,0.0,0.0,64.29846572875977,4.411075634521514,64.29846572875977,4.411075634521514,64.29846572875977,4.411075634521514,11,2,True,0.0,1.0,6,0.95,7,40.0
3e92242a61e94c5c916881cc2cae1329,ucb_dtp_planner_lr1p0_beta40p0_hz7_static,,,,,,,,,11,0.0,0.0,66.10801582336425,4.782936676030825,66.10801582336425,4.782936676030825,66.10801582336425,4.782936676030825,11,2,False,0.0,1.0,6,0.95,7,40.0
6b6a7990130f47af8de9976c13effc8a,ucb_dtp_planner_lr1p0_beta40p0_hz6_timebonus,,,,,,,,,11,0.0,0.0,73.41504211425782,2.170430575380761,73.41504211425782,2.170430575380761,73.41504211425782,2.170430575380761,11,2,True,0.0,1.0,6,0.95,6,40.0
2d797aec446245aca986cf4bd659eb35,ucb_dtp_planner_lr1p0_beta40p0_hz6_static,,,,,,,,,11,0.0,0.0,66.331831741333,5.544593678128249,66.331831741333,5.544593678128249,66.331831741333,5.544593678128249,11,2,False,0.0,1.0,6,0.95,6,40.0
d9ff3203bfab497497cb6b85c9ee6402,ucb_dtp_planner_lr1p0_beta40p0_hz5_timebonus,,,,,,,,,11,0.0,0.0,66.5881576538086,3.990732918568247,66.5881576538086,3.990732918568247,66.5881576538086,3.990732918568247,11,2,True,0.0,1.0,6,0.95,5,40.0
8dec0d159cc44c9bb25d23b073c8108e,ucb_dtp_planner_lr1p0_beta40p0_hz5_static,,,,,,,,,11,0.0,0.0,71.51936111450195,2.510863590214902,71.51936111450195,2.510863590214902,71.51936111450195,2.510863590214902,11,2,False,0.0,1.0,6,0.95,5,40.0
