parent_run_id,parent_name,eval_auc_mean,eval_auc_se,eval_last100_mean,eval_last100_se,eval_full_mean,eval_full_se,eval_total_sum_mean,eval_total_sum_se,eval_n_seeds,train_auc_mean,train_auc_se,train_last100_mean,train_last100_se,train_full_mean,train_full_se,train_total_sum_mean,train_total_sum_se,train_n_seeds,param.num_actions,param.m,param.initial_value,param.learning_rate,param.num_states,param.r_max,param.discount,param.horizon
98d4b17ca7fb486ebac3da8ec422e0b4,rmax_dtp_planner_lr0p01_m_1_hz5,134906971.26173973,179096.90405228286,449.9998474121094,0.0,450.26298821608225,0.5782005680004062,270157.79292964935,346.92034080024297,11,134887868.5230255,144899.27477580254,449.9998474121094,0.0,450.7833221410116,0.9966707894744619,270469.99328460696,598.0024736846769,11,6,1,0.0,0.01,7,6.0,0.9,5
d2fe7852b8e94cceb7923f6a104ec7d1,rmax_dtp_planner_lr0p1_m_10_hz2,134824454.2854309,49499.98550415039,449.9998474121094,0.0,450.3298473154704,0.32999990336100493,270197.90838928224,197.99994201660155,11,134542013.9186859,41415.63990092772,449.9998474121094,0.0,449.049719022115,0.13600432662237388,269429.83141326904,81.6025959734227,11,6,10,0.0,0.1,7,6.0,0.9,2
523c1f885bb642b4a22efeafc0a8e0a4,rmax_dtp_planner_lr0p2_m_1_hz1,134795935.06393433,47640.87705244904,449.9998474121094,0.0,450.01521918741867,0.19877483504671442,270009.13151245116,119.2649010280274,11,134746880.3516388,17892.863089841227,449.9998474121094,0.0,449.83301275380455,0.13883356315848608,269899.8076522827,83.30013789509016,11,6,1,0.0,0.2,7,6.0,0.9,1
f9ac081f8b7f4242bac6f0b1da5a5749,rmax_dtp_planner_lr0p03_m_5_hz3,134793629.29763794,18674.997711181637,449.9998474121094,0.0,450.12434739685057,0.12449998474120887,270074.6084381103,74.69999084472656,11,134656276.60007477,22941.874993906156,449.9998474121094,0.0,449.37248190053305,0.0844028450541748,269623.4891403198,50.64170703250558,11,6,5,0.0,0.03,7,6.0,0.9,3
84de394851484d5fad961e1a9e5c0f42,rmax_dtp_planner_lr0p05_m_5_hz3,134781374.70932007,6420.409393310546,449.9998474121094,0.0,450.0426501413981,0.042802729288735,270025.59008483886,25.681637573242185,11,134649424.26872253,24545.792883818503,449.9998474121094,0.0,449.3120121765137,0.09353633992442399,269587.2073059082,56.121803954654325,11,6,5,0.0,0.05,7,6.0,0.9,3
3374c5b14dc44306b86d9b4b65be88dd,rmax_dtp_planner_lr0p03_m_5_hz7,134775199.9671936,245.66726684570312,449.9998474121094,0.0,450.0014851938883,0.001637781778970293,270000.891116333,0.9826690673828123,11,134642937.9357338,26828.174970909786,449.9998474121094,0.0,449.32537721951803,0.07849250764921242,269595.2263317108,47.09550458952886,11,6,5,0.0,0.03,7,6.0,0.9,7
88f35e9680134f4185e23451192b1f5b,rmax_dtp_planner_lr0p2_m_10_hz2,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134470631.563282,56847.348889631365,449.9998474121094,0.0,448.75902072207134,0.17813844255149067,269255.4124332428,106.88306553089508,11,6,10,0.0,0.2,7,6.0,0.9,2
e0a5d2f711ca430083bc0fe8e773ec15,rmax_dtp_planner_lr0p2_m_5_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134651444.0120697,33585.15320459705,449.9998474121094,0.0,449.374749903361,0.15009299905904797,269624.8499420166,90.05579943542955,11,6,5,0.0,0.2,7,6.0,0.9,6
b2113c7ab35b45938fc7a47f65c0d791,rmax_dtp_planner_lr0p2_m_5_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134689240.78502655,59463.77545265516,449.9998474121094,0.0,449.4546316413879,0.1989637842522813,269672.77898483275,119.37827055136769,11,6,5,0.0,0.2,7,6.0,0.9,5
504bf59ba9654d23aa100b5f45061a2b,rmax_dtp_planner_lr0p1_m_30_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134583672.60494232,98291.08284655442,449.9998474121094,0.0,449.1793861325582,0.33468178437298046,269507.6316795349,200.8090706237894,11,6,30,0.0,0.1,7,6.0,0.9,7
7782c80694b442a895318e4df48212bb,rmax_dtp_planner_lr0p1_m_30_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134320217.86642075,101194.23361145842,449.9998474121094,0.0,448.21630992126467,0.3312108233461074,268929.7859527588,198.726494007665,11,6,30,0.0,0.1,7,6.0,0.9,6
43b041d7b18f48598b0ede0f9cddb8c7,rmax_dtp_planner_lr0p1_m_30_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134356061.85951233,109851.5477616024,449.9998474121094,0.0,448.3594797531764,0.37030763568185376,269015.6878519058,222.18458140911162,11,6,30,0.0,0.1,7,6.0,0.9,5
5925ab89074745858738cab31e0e692e,rmax_dtp_planner_lr0p1_m_30_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134593330.42793274,64890.74381148738,449.9998474121094,0.0,449.14907372665414,0.23269174965633832,269489.44423599244,139.6150497938044,11,6,30,0.0,0.1,7,6.0,0.9,4
c4e9f03f8e32427992299c1bbf70ba0d,rmax_dtp_planner_lr0p1_m_30_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134303185.9758377,97835.29531726216,449.9998474121094,0.0,448.1913945884705,0.3258941402368147,268914.8367530823,195.53648414209104,11,6,30,0.0,0.1,7,6.0,0.9,3
08576cc8033b4b0e99e21228b0c8a5c3,rmax_dtp_planner_lr0p1_m_25_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134349118.88637543,57787.87788519549,449.9998474121094,0.0,448.37022708066297,0.18479112093713304,269022.1362483978,110.87467256228041,11,6,25,0.0,0.1,7,6.0,0.9,7
64b06b0282384d048d57ea5593c7d518,rmax_dtp_planner_lr0p1_m_25_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134521088.1170988,43045.61754778141,449.9998474121094,0.0,448.8780288192432,0.13411536742474411,269326.81729154586,80.46922045484617,11,6,25,0.0,0.1,7,6.0,0.9,6
efbf16b2367748c094527d28a081ad56,rmax_dtp_planner_lr0p1_m_25_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134465915.63067436,82228.79288397063,449.9998474121094,0.0,448.7171681788762,0.2651950890016691,269230.30090732576,159.11705340100107,11,6,25,0.0,0.1,7,6.0,0.9,5
2b73cf3dcd0e473aab49dc6c934ecada,rmax_dtp_planner_lr0p1_m_25_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134544728.43875885,82368.96544102683,449.9998474121094,0.0,449.03969298299154,0.29360235441051663,269423.8157897949,176.16141264630895,11,6,25,0.0,0.1,7,6.0,0.9,4
c4e8d2538f1c49deb2a0acb054f70aba,rmax_dtp_planner_lr0p1_m_25_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134443503.19433212,79525.00193746992,449.9998474121094,0.0,448.64300092252097,0.24555023361989467,269185.8005535126,147.33014017193756,11,6,25,0.0,0.1,7,6.0,0.9,3
ab468a2c565c410299d7134cb6b1784d,rmax_dtp_planner_lr0p1_m_20_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134654295.23591995,24134.806918362436,449.9998474121094,0.0,449.2864961477915,0.0887650952484744,269571.8976886749,53.25905714908521,11,6,20,0.0,0.1,7,6.0,0.9,7
29ac93388dd9401fb1029cee57465ee1,rmax_dtp_planner_lr0p1_m_20_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134591545.24507523,63838.707686504174,449.9998474121094,0.0,449.13164345868427,0.21931672750599834,269478.98607521056,131.5900365035996,11,6,20,0.0,0.1,7,6.0,0.9,6
7e350efcaae2438686e7e9a3a1085d5f,rmax_dtp_planner_lr0p1_m_20_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134516650.98543167,80786.32130773201,449.9998474121094,0.0,448.89220951271056,0.26681682124943285,269335.32570762635,160.09009274966175,11,6,20,0.0,0.1,7,6.0,0.9,5
be16ea1d5e79426bbcfc38dccff80dd9,rmax_dtp_planner_lr0p1_m_20_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134561640.47517776,44701.26754884914,449.9998474121094,0.0,449.03975473848976,0.15303982809866415,269423.85284309386,91.82389685919962,11,6,20,0.0,0.1,7,6.0,0.9,4
7fd3981b341e4c3aa831a07a2d3a4ad4,rmax_dtp_planner_lr0p1_m_20_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134486302.82173157,84651.14909749523,449.9998474121094,0.0,448.82652275594074,0.2670780628081341,269295.91365356446,160.24683768488117,11,6,20,0.0,0.1,7,6.0,0.9,3
9ad0dd65773a41608f4ccc01c458c112,rmax_dtp_planner_lr0p1_m_20_hz2,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134489880.5171013,70981.81850781302,449.9998474121094,0.0,448.85578789456684,0.2889074870257447,269313.47273674014,173.34449221544557,11,6,20,0.0,0.1,7,6.0,0.9,2
9adf1be9f6b746d98dbfe5ed913342ec,rmax_dtp_planner_lr0p1_m_15_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134518744.2797184,72619.08599544669,449.9998474121094,0.0,448.92197602113083,0.2336244945832027,269353.1856126785,140.1746967499226,11,6,15,0.0,0.1,7,6.0,0.9,7
c7391b8282cc4148a0cef75d2cd2531d,rmax_dtp_planner_lr0p1_m_15_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134465465.05026817,75422.7719810544,449.9998474121094,0.0,448.74806995614364,0.2619897515721129,269248.84197368624,157.1938509432678,11,6,15,0.0,0.1,7,6.0,0.9,6
00836b03643f417c8b94a437910b6b33,rmax_dtp_planner_lr0p1_m_15_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134507234.19599533,70265.46312891316,449.9998474121094,0.0,448.8779599755605,0.21823459685573457,269326.7759853363,130.94075811344086,11,6,15,0.0,0.1,7,6.0,0.9,5
a7ac16cbf35b4b9f9215ea7c6e33cc90,rmax_dtp_planner_lr0p1_m_15_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134573754.3138981,70367.2223902218,449.9998474121094,0.0,449.1218041550318,0.2545761193339154,269473.0824930191,152.74567160035068,11,6,15,0.0,0.1,7,6.0,0.9,4
377db9202fa44f1a8a78061114c9a7d4,rmax_dtp_planner_lr0p1_m_15_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134458668.21918488,85633.01588175069,449.9998474121094,0.0,448.7105106321971,0.27816226057910953,269226.30637931824,166.897356347465,11,6,15,0.0,0.1,7,6.0,0.9,3
0c28693b011145439cd2bd8235cd2e3d,rmax_dtp_planner_lr0p1_m_15_hz2,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134423989.41116333,77011.62144107468,449.9998474121094,0.0,448.64494491449994,0.23229376159908502,269186.96694869996,139.3762569594535,11,6,15,0.0,0.1,7,6.0,0.9,2
d0aa2f20dcb44cd9b8b55b7cc343e2d2,rmax_dtp_planner_lr0p1_m_10_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134564783.81170034,60365.90528871688,449.9998474121094,0.0,449.05907299319904,0.20345022058181977,269435.4437959194,122.07013234909321,11,6,10,0.0,0.1,7,6.0,0.9,7
b979ab1c092045d7bedf03e7a8699e2a,rmax_dtp_planner_lr0p1_m_10_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134571176.9173622,60964.949641930885,449.9998474121094,0.0,449.04737809181216,0.1943499868047994,269428.4268550873,116.60999208288013,11,6,10,0.0,0.1,7,6.0,0.9,6
e81c6d9ef8b24f358d7aa6502295da62,rmax_dtp_planner_lr0p1_m_10_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134545844.68829632,49780.45222232478,449.9998474121094,0.0,449.0144487779935,0.1462052217968367,269408.6692667961,87.72313307810197,11,6,10,0.0,0.1,7,6.0,0.9,5
dde2d35496fc47aba7724e75fa4f5de0,rmax_dtp_planner_lr0p1_m_10_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134510901.37882233,54927.788582618385,449.9998474121094,0.0,448.8900529581706,0.18609753204484542,269334.03177490237,111.65851922690656,11,6,10,0.0,0.1,7,6.0,0.9,4
52aa8b4785eb4f24a77e308ef9001c56,rmax_dtp_planner_lr0p1_m_10_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134607603.80382538,52782.4248428817,449.9998474121094,0.0,449.3440247268677,0.24853108490849216,269606.4148361206,149.11865094509506,11,6,10,0.0,0.1,7,6.0,0.9,3
2321951ba56041f7b2f4328fbe859238,rmax_dtp_planner_lr0p1_m_5_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134685063.08317184,74973.82329697051,449.9998474121094,0.0,449.4742421080271,0.25122930412288386,269684.54526481626,150.7375824737319,11,6,5,0.0,0.1,7,6.0,0.9,6
b05933b07cb4431ebebcb7a40d258445,rmax_dtp_planner_lr0p1_m_5_hz2,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134635228.50542068,22357.88140236076,449.9998474121094,0.0,449.25833977063496,0.07300218402402862,269555.003862381,43.801310414417706,11,6,5,0.0,0.1,7,6.0,0.9,2
cca1f5695ead4e098dcf1d5fa0d6f61d,rmax_dtp_planner_lr0p1_m_1_hz1,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134725931.8939209,2661.139154502851,449.9998474121094,0.0,449.6730313720703,0.017740927696686937,269803.8188232422,10.644556618011404,11,6,1,0.0,0.1,7,6.0,0.9,1
e3bcb5afb7f04cb7856c00d3597239e2,rmax_dtp_planner_lr0p05_m_30_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134532653.33919525,69901.14617054816,449.9998474121094,0.0,448.97723846626275,0.25412208071818987,269386.3430797577,152.4732484309126,11,6,30,0.0,0.05,7,6.0,0.9,7
0614f7b57a72488680b4e9cd2b203c60,rmax_dtp_planner_lr0p05_m_30_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134394417.1128273,109434.35229583747,449.9998474121094,0.0,448.5222047761281,0.3662655355571685,269113.3228656769,219.75932133429936,11,6,30,0.0,0.05,7,6.0,0.9,6
62f8bad07abd4afb8bcb80fd2e7c398f,rmax_dtp_planner_lr0p05_m_30_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134456503.78494263,84541.04894454914,449.9998474121094,0.0,448.73707211176554,0.2721861515672987,269242.2432670593,163.3116909403794,11,6,30,0.0,0.05,7,6.0,0.9,5
e11087adc156439db7f05e87f7c1b502,rmax_dtp_planner_lr0p05_m_30_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134445855.82323074,105209.19654564766,449.9998474121094,0.0,448.67126436011006,0.34130850934503565,269202.75861606596,204.785105607023,11,6,30,0.0,0.05,7,6.0,0.9,4
f7a5e08cee0745149a687fe933ce512b,rmax_dtp_planner_lr0p05_m_30_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134507797.70298004,68771.30306275799,449.9998474121094,0.0,448.8513942464193,0.2404225177511947,269310.83654785156,144.25351065071703,11,6,30,0.0,0.05,7,6.0,0.9,3
900dc17437224594ae45da954175f918,rmax_dtp_planner_lr0p05_m_25_hz7,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134515461.4862442,45971.47105125159,449.9998474121094,0.0,448.88524393335973,0.13709453899914095,269331.14636001585,82.25672339948677,11,6,25,0.0,0.05,7,6.0,0.9,7
664010f8621f4dbb801a84522a69e525,rmax_dtp_planner_lr0p05_m_25_hz6,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134503144.30651665,91074.96843755574,449.9998474121094,0.0,448.8770809297562,0.3165057666826716,269326.2485578537,189.9034600096026,11,6,25,0.0,0.05,7,6.0,0.9,6
506da8f3d5ae48f7af9bb7a19476e64e,rmax_dtp_planner_lr0p05_m_25_hz5,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134520935.07618904,60330.43929815681,449.9998474121094,0.0,448.9779257418314,0.20673311308667497,269386.75544509885,124.03986785200543,11,6,25,0.0,0.05,7,6.0,0.9,5
1be2f12d679a4ce0af5b67c1ccf9f81e,rmax_dtp_planner_lr0p05_m_25_hz4,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,135044366.67900085,541143.597605322,449.9998474121094,0.0,450.65204587300616,1.8007513141160063,270391.2275238037,1080.4507884696043,11,6,25,0.0,0.05,7,6.0,0.9,4
049d55ec74c0458a9b746f74371c16bb,rmax_dtp_planner_lr0p05_m_25_hz3,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134445876.21269226,48952.51039933433,449.9998474121094,0.0,448.67563358179734,0.16056493244472828,269205.3801490784,96.33895946683661,11,6,25,0.0,0.05,7,6.0,0.9,3
f5214cb19075499d82b9db5f018fe52b,rmax_dtp_planner_lr0p05_m_25_hz2,134774954.29992676,0.0,449.9998474121094,0.0,449.9998474121094,0.0,269999.9084472656,0.0,11,134457802.97527313,55006.69073942789,449.9998474121094,0.0,448.72089185587566,0.1795732897666533,269232.5351135254,107.74397385999143,11,6,25,0.0,0.05,7,6.0,0.9,2
