parent_run_id,parent_name,eval_auc_mean,eval_auc_se,eval_last100_mean,eval_last100_se,eval_full_mean,eval_full_se,eval_n_seeds,train_auc_mean,train_auc_se,train_last100_mean,train_last100_se,train_full_mean,train_full_se,train_n_seeds,param.lambda_,param.num_states,param.initial_value,param.learning_rate,param.discount,param.horizon,param.num_actions,param.beta,param.use_time_bonus
73919dddc47a4f3eb3c25e9c394d857d,ucb_dtp_planner_lr0p8_beta100_hz7_timebonus,-11140.587371215224,5260.634970774093,-0.012843488216400144,0.012843488216400144,-0.037135291237384085,0.01753544990258031,11,-1791211.261252337,18991.13028016098,-5.784906152537092,0.08422157240763242,-5.979458375327367,0.06331007541710063,11,,252,0.0,0.8,0.9,7,2,100,True
f8178f1b771b448c81f992b8afe46459,ucb_dtp_planner_lr0p3_beta50_hz7_timebonus,-461.4653807133436,1915.8239657688466,-0.013832192581146957,0.03552644367316239,-0.0017325914638737841,0.006544015998608438,11,-1566310.7118086691,60210.86646325565,-4.55977195586542,0.3990902589108798,-5.228361482427079,0.20131504349000603,11,,252,0.0,0.3,0.9,7,2,50,True
cc819cdc6d894ef6ba431caaeaa55dfd,ucb_dtp_planner_lr0p8_beta100_hz4_timebonus,-6146.450346708298,2213.0230169660854,-0.01612591230869293,0.011905473388384305,-0.020488167822360993,0.00737674338988695,11,-1680694.5712483258,18484.40738567792,-5.336595311962069,0.21487949607072598,-5.610438870819519,0.06179164293260127,11,,252,0.0,0.8,0.9,4,2,100,True
5e5595c048524e1e8c699ed96560b2b3,ucb_dtp_planner_lr0p5_beta100_hz4_timebonus,-833.3314899355173,833.3314899355173,-0.016677785132080316,0.016677785132080316,-0.0027796308553467196,0.0027796308553467196,11,-1662027.214517118,20998.735504242835,-5.272693376694464,0.31742118550487725,-5.548705100761261,0.07037619820417298,11,,252,0.0,0.5,0.9,4,2,100,True
a2ed1756752444cb9ad40d877aae8744,ucb_dtp_planner_lr0p5_beta100_hz2_timebonus,-2797.052001580596,2233.8587821978604,-0.017702159620821476,0.02114581495504572,-0.009609457173695168,0.007523490801732493,11,-1380763.9635101906,34827.09683693404,-3.84259885392353,0.525909838156628,-4.609223678609051,0.11605370076844986,11,,252,0.0,0.5,0.9,2,2,100,True
9e7b74b7e7cc43b6842280881c7a17ce,ucb_dtp_planner_lr0p4_beta40p0_hz7_timebonus,-4614.523772150278,3968.7763441656703,-0.018152396932244304,0.021002914148766403,-0.015381745907167593,0.013229254480552233,11,-1448458.872786299,42154.517575670776,-4.721103310219943,0.30331757970469087,-4.83489413115427,0.1407066682682436,11,,252,0.0,0.4,0.9,7,2,40.0,True
29e1379cb4f846c4a44147c90d8943c5,ucb_dtp_planner_lr0p1_beta40p0_hz5_static,6640.971728041768,8162.697002750042,-0.019839098125696182,0.08790869096176819,0.021915509484708308,0.027074212301763982,11,-588959.9757093936,119952.6166857858,-1.681542857516557,0.4616149356679865,-1.9691053336768722,0.4006391737424431,11,,252,0.0,0.1,0.9,5,2,40.0,False
b3a528550b7c4c209dc62b8e0ec98de9,ucb_dtp_planner_lr0p8_beta40p0_hz4_timebonus,13240.852468158118,28356.691332663297,-0.0198700794428587,0.10041319150418065,0.04427655803808011,0.09450381892122768,11,-1231188.5080406908,43424.235235484564,-3.6848350754487327,0.35594434255926094,-4.111313007119577,0.14473012448712905,11,,252,0.0,0.8,0.9,4,2,40.0,True
bda1fa440ebe4c4aa58581b91d99231f,ucb_dtp_planner_lr0p8_beta100_hz4_static,-14489.944802294485,17191.78733808998,-0.020613218016456804,0.14427119849586342,-0.04816408674193856,0.057316447441689136,11,-948561.3120135736,46272.403857063866,-2.3422160363970326,0.5264086886784746,-3.166335584917067,0.15476323369326303,11,,252,0.0,0.8,0.9,4,2,100,False
9532d879cd3b4c759d3744b63fb8efdf,ucb_dtp_planner_lr0p5_beta40p0_hz1_timebonus,3076.9949924200773,2769.6727186483163,-0.026402502845972776,0.02640250284597277,0.010256649974733592,0.009232242395494387,11,-594709.3796356407,26490.773051989512,-1.8371828897987725,0.23323315213555926,-1.987355833707009,0.08817375518620904,11,,252,0.0,0.5,0.9,1,2,40.0,True
