agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_anneal_steps,param_agent_class,param_agent_convergence_threshold,param_agent_discount,param_agent_eps_decay_steps,param_agent_eps_end,param_agent_eps_start,param_agent_final_epsilon,param_agent_initial_epsilon,param_agent_initial_q_value,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_policy,param_agent_r_max,param_agent_step_size,param_agent_target_update_freq,param_agent_use_scheduler,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
BMFRmaxAgent,sweep_c19,10,0.38674533972516656,0.4958168706806129,0.15679106136878965,0.0,0.9699169993400574,0.0051062225829809505,0.0020491802133619,0.9615365564823152,,BMFRmaxAgent,,0.99,,,,,,,63.0,,,,0.01,0.0689206,,,1024.0,ReplayBuffer,,0.0,0.0,2048.0,512.0,1.0,3.0,0.0,1000000.0,13.0,True,16.0
DQNAgent,sweep_c62,10,0.36879235208034516,0.016396391209402346,0.005184994162887423,0.3459552526473999,0.3993174135684967,0.3660639524459839,0.3561529889702797,0.38029779493808746,,DQNAgent,,0.99,291038.0,0.198389,0.507443,,,,,0.0637581,2.84228,,,,2048.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,32.0,1.0,8.0,0.0,1000000.0,35.0,True,1024.0
BMFRmaxAgent,sweep_c16,10,0.34129790468141435,0.22524843621154023,0.07122980978196158,0.0040899794548749,0.8009756207466125,0.35471051931381226,0.3186727315187454,0.4136497899889946,,BMFRmaxAgent,,0.99,,,,,,,70.0,,,,0.01,0.494902,,,2048.0,ReplayBuffer,,0.0,0.0,2048.0,1024.0,1.0,7.0,0.0,1000000.0,46.0,True,512.0
DQNAgent,sweep_c58,10,0.3408506646752357,0.19242741397972066,0.06085089124320431,0.1522157937288284,0.6652601957321167,0.26510024815797806,0.18013532459735865,0.4999009519815445,,DQNAgent,,0.99,261374.0,0.0413036,0.60176,,,,,0.00905137,10.8659,,,,2048.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,512.0,1.0,3.0,0.0,1000000.0,5.0,True,4.0
DQNAgent,sweep_c53,10,0.33373533487319945,0.022545094968475437,0.0071293850165184405,0.3080985844135284,0.3656462728977203,0.3254946321249008,0.31613275408744806,0.354754090309143,,DQNAgent,,0.99,375140.0,0.270425,0.755331,,,,,0.046728,4.51616,,,,32768.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,1024.0,1.0,9.0,0.0,1000000.0,19.0,True,4096.0
RMaxAgent,sweep_c78,10,0.3303419376257807,0.4441359308592227,0.14044811322342077,0.0,0.9713339805603028,0.09998765215277665,0.014207450556568725,0.7621353380382062,,RMaxAgent,1e-08,0.99,,,,,,,1.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,0.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c29,10,0.3253133431077003,0.19006358895639694,0.06010338413682395,0.1698473244905471,0.7258485555648804,0.24565040320158,0.21398534625768661,0.3236331641674042,,DQNAgent,,0.99,420338.0,0.223827,0.315292,,,,,0.00137466,12.9343,,,,128.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,512.0,1.0,1.0,0.0,1000000.0,8.0,True,8.0
DQNAgent,sweep_c18,10,0.319220569729805,0.09096516770746889,0.028765711769479892,0.203389823436737,0.4442595541477203,0.3396749943494797,0.22510822489857674,0.3937648832798004,,DQNAgent,,0.99,414478.0,0.135977,0.44239,,,,,0.00307954,12.6968,,,,256.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,256.0,1.0,0.0,0.0,1000000.0,8.0,True,1024.0
DQNAgent,sweep_c19,10,0.3136063665151596,0.015295017878754452,0.004836709334986116,0.2846975028514862,0.337979108095169,0.3152273148298263,0.3051616251468658,0.3201350271701813,,DQNAgent,,0.99,358187.0,0.0104593,0.765924,,,,,0.0404662,13.5115,,,,4096.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,256.0,1.0,0.0,0.0,1000000.0,42.0,True,64.0
DQNAgent,sweep_c24,10,0.3076196193695068,0.01520833380661019,0.004809297424502693,0.2800718247890472,0.3309734463691711,0.3072736859321594,0.2996422275900841,0.31818182021379465,,DQNAgent,,0.99,372723.0,0.138233,0.697231,,,,,0.0228266,2.56856,,,,64.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,256.0,1.0,2.0,0.0,1000000.0,45.0,True,8.0
QLearningAgent,sweep_c17,10,0.30453318208456037,0.1860109068951751,0.05882181354222726,0.1746031790971756,0.8117175698280334,0.2514544874429703,0.22031297907233235,0.30891663581132883,287906.0,QLearningAgent,,0.99,,,,0.151653,0.442241,0.0,,,,epsilon_greedy,,0.488651,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,9.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c5,10,0.2539371334016323,0.10428968428677034,0.032979293880606705,0.0675944313406944,0.3996655642986297,0.2868947982788086,0.17026316002011294,0.3177361786365509,,DQNAgent,,0.99,117236.0,0.226229,0.344089,,,,,0.00329771,12.0698,,,,512.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,2048.0,1.0,6.0,0.0,1000000.0,6.0,True,4.0
DQNAgent,sweep_c4,10,0.2361123144626617,0.04319026235302319,0.01365796017757766,0.1802656501531601,0.2980251312255859,0.2484136447310447,0.19476826861500735,0.267986997961998,,DQNAgent,,0.99,328819.0,0.144414,0.797177,,,,,0.0158656,9.21727,,,,64.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,128.0,1.0,9.0,0.0,1000000.0,47.0,True,64.0
BMFRmaxAgent,sweep_c50,10,0.23332398720085618,0.3482575290631872,0.11012870041419569,0.0040899794548749,0.8768288493156433,0.036169111728668144,0.011724399868398825,0.430909538641572,,BMFRmaxAgent,,0.99,,,,,,,83.0,,,,0.01,0.283022,,,256.0,ReplayBuffer,,0.0,0.0,2048.0,32.0,1.0,4.0,0.0,1000000.0,10.0,True,32.0
DQNAgent,sweep_c90,10,0.22753254175186158,0.05039785639121076,0.015937201538629996,0.1538461595773697,0.3304042220115661,0.2251503989100456,0.19239738956093788,0.2486388310790062,,DQNAgent,,0.99,134504.0,0.186344,0.518562,,,,,0.00476446,5.22471,,,,8192.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,128.0,1.0,5.0,0.0,1000000.0,3.0,True,32.0
DQNAgent,sweep_c79,10,0.20287495180964465,0.09427496148265727,0.02981236046098415,0.09765625,0.3741935491561889,0.17749999463558197,0.12993577495217323,0.2745253443717956,,DQNAgent,,0.99,35842.0,0.177818,0.995018,,,,,9.01219e-05,10.3258,,,,128.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,1024.0,1.0,7.0,0.0,1000000.0,1.0,True,64.0
BMFRmaxAgent,sweep_c53,10,0.1954851021058857,0.34664736424854575,0.10961952159194271,0.0,0.952043116092682,0.00511666480451815,0.00255938002374015,0.1710111871361732,,BMFRmaxAgent,,0.99,,,,,,,64.0,,,,0.01,0.0664951,,,2048.0,ReplayBuffer,,0.0,0.0,2048.0,2048.0,1.0,4.0,0.0,1000000.0,41.0,True,128.0
DQNAgent,sweep_c6,10,0.1904258862137794,0.01743933704404861,0.005514802594254178,0.1557692289352417,0.215613380074501,0.19008809328079218,0.18065378442406654,0.20426647365093226,,DQNAgent,,0.99,257527.0,0.297937,0.912561,,,,,0.0924928,4.59156,,,,128.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,32.0,1.0,0.0,0.0,1000000.0,36.0,True,64.0
BMFRmaxAgent,sweep_c95,10,0.18876209408044814,0.3094600476844179,0.09785985955070761,0.0081632649526,0.8100399374961853,0.0242690062150359,0.0168024445883929,0.18201567139476535,,BMFRmaxAgent,,0.99,,,,,,,100.0,,,,0.01,0.224001,,,512.0,ReplayBuffer,,0.0,0.0,2048.0,32.0,1.0,0.0,0.0,1000000.0,4.0,True,1024.0
DQNAgent,sweep_c11,10,0.18500916212797164,0.027172585690736058,0.00859272606988256,0.1444866955280304,0.2283609509468078,0.18309257924556727,0.17066783830523485,0.20089751109480855,,DQNAgent,,0.99,416930.0,0.226169,0.99738,,,,,0.00200091,1.32736,,,,2048.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,32.0,1.0,2.0,0.0,1000000.0,32.0,True,1024.0
DQNAgent,sweep_c61,10,0.18170304149389266,0.06668967912838748,0.021089128247149716,0.0700000002980232,0.2830882370471954,0.19924349337816233,0.14396389946341515,0.2277509495615959,,DQNAgent,,0.99,181590.0,0.014656,0.430894,,,,,0.0197641,2.03935,,,,1024.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,512.0,1.0,9.0,0.0,1000000.0,22.0,True,256.0
QLearningAgent,sweep_c89,10,0.18035050779581066,0.03229920150326684,0.010213904335505765,0.1329587996006012,0.2172413766384124,0.19825721532106394,0.14913320913910866,0.2013107575476169,114903.0,QLearningAgent,,0.99,,,,0.11357,0.851802,0.0,,,,epsilon_greedy,,0.479304,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,4.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c42,10,0.17345325946807857,0.01222741780955086,0.003866649018068766,0.1502890139818191,0.1939736306667328,0.17428596317768094,0.16746004298329348,0.18079287931323046,,DQNAgent,,0.99,262434.0,0.170306,0.921447,,,,,0.00249225,8.18786,,,,512.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,16.0,1.0,4.0,0.0,1000000.0,22.0,True,4096.0
QLearningAgent,sweep_c46,10,0.17032411023974414,0.054071503546465796,0.017098910771670407,0.0728346481919288,0.2525083720684051,0.1761565804481506,0.13246494904160497,0.20675989240407938,204760.0,QLearningAgent,,0.99,,,,0.0908978,0.942258,0.0,,,,epsilon_greedy,,0.315659,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c33,10,0.15878496170043946,0.1365297084477372,0.04317448469735814,0.0810810774564743,0.4306864142417907,0.09951878339052195,0.09024672955274575,0.10359401255846022,436204.0,QLearningAgent,,0.99,,,,0.0189875,0.387111,0.0,,,,epsilon_greedy,,0.000197691,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,9.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c88,10,0.14988806098699567,0.012078180803217787,0.003819456132949018,0.1317254155874252,0.1708185076713562,0.14818181842565536,0.14232693985104555,0.1591138839721679,236166.0,QLearningAgent,,0.99,,,,0.0584294,0.575666,0.0,,,,epsilon_greedy,,0.000107499,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,0.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c69,10,0.14568872153759002,0.031401357562581764,0.00992998115191117,0.0928853750228881,0.2110091745853424,0.14204780757427216,0.1306948512792587,0.15049603208899492,,DQNAgent,,0.99,155522.0,0.1304,0.36055,,,,,0.00143742,12.4696,,,,64.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,2048.0,1.0,3.0,0.0,1000000.0,1.0,True,16.0
QLearningAgent,sweep_c29,10,0.14352676570415496,0.01208119058545372,0.003820407909661684,0.129870131611824,0.1681574285030365,0.14115334302186966,0.13407441601157183,0.15156556665897364,196066.0,QLearningAgent,,0.99,,,,0.110119,0.489727,0.0,,,,epsilon_greedy,,0.000116101,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c27,10,0.1425841249525547,0.016523221148059375,0.005225101311052988,0.1037181988358497,0.163809522986412,0.1457346677780151,0.1369156092405319,0.15199348330497742,,DQNAgent,,0.99,166767.0,0.100519,0.581272,,,,,0.0859226,3.28152,,,,64.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,16.0,1.0,2.0,0.0,1000000.0,44.0,True,512.0
QLearningAgent,sweep_c23,10,0.13584378436207767,0.03310249894916336,0.010467929292268655,0.078125,0.1868327409029007,0.139556773006916,0.11620370484888552,0.15296966955065724,276027.0,QLearningAgent,,0.99,,,,0.172834,0.778449,0.0,,,,epsilon_greedy,,0.207703,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,8.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c68,10,0.13581895940005775,0.03470117564746538,0.010973475253155876,0.0543259568512439,0.1742424219846725,0.1407677978277206,0.12518699839711184,0.15603207051753995,,DQNAgent,,0.99,92612.0,0.041967,0.429766,,,,,0.0437866,14.397,,,,512.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,64.0,1.0,8.0,0.0,1000000.0,23.0,True,256.0
DQNAgent,sweep_c0,10,0.1336126060225069,0.1653136376633412,0.05227676233039538,0.0102249486371874,0.420265793800354,0.027439023368060547,0.01928111445158715,0.1985956653952598,,DQNAgent,,0.99,136746.0,0.0418057,0.830568,,,,,0.0166767,7.34032,,,,16384.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,2048.0,1.0,2.0,0.0,1000000.0,23.0,True,1024.0
QLearningAgent,sweep_c37,10,0.12568907290697096,0.03541941355721707,0.011200602022825256,0.0705882385373115,0.1843971610069275,0.1185069568455219,0.10413149371743195,0.1527560800313949,54215.0,QLearningAgent,,0.99,,,,0.0425295,0.315948,0.0,,,,epsilon_greedy,,0.559599,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c35,10,0.12488962039351459,0.007180671650346662,0.0022707277544895656,0.1127819567918777,0.1362799257040023,0.12638721615076065,0.1206712238490581,0.12916666641831395,97978.0,QLearningAgent,,0.99,,,,0.26276,0.315146,0.0,,,,epsilon_greedy,,0.00013982,,True,1.0,ReplayBuffer,,0.0,0.0,2048.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
DQNAgent,sweep_c98,10,0.1207988746464252,0.030087915303614626,0.009514634240565882,0.0873015895485878,0.1720841228961944,0.12130194529891009,0.0943675879389047,0.13556180521845815,,DQNAgent,,0.99,388904.0,0.0261093,0.682646,,,,,0.00382601,1.06533,,,,512.0,,131072.0,FlatteningReplayBuffer,"(16, 16, 3)",0.0,0.0,2048.0,512.0,1.0,7.0,0.0,1000000.0,15.0,True,64.0
BMFRmaxAgent,sweep_c79,10,0.11940347775816915,0.013895169709909462,0.004394038475789503,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,6.0,,,,0.01,0.404283,,,64.0,ReplayBuffer,,0.0,0.0,2048.0,128.0,1.0,6.0,0.0,1000000.0,9.0,True,2.0
BMFRmaxAgent,sweep_c69,10,0.11940347775816915,0.013895169709909462,0.004394038475789503,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,90.0,,,,0.01,0.00155444,,,64.0,ReplayBuffer,,0.0,0.0,2048.0,2048.0,1.0,0.0,0.0,1000000.0,49.0,True,2048.0
BMFRmaxAgent,sweep_c66,10,0.11940347775816915,0.013895169709909462,0.004394038475789503,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,38.0,,,,0.01,0.0467115,,,512.0,ReplayBuffer,,0.0,0.0,2048.0,2048.0,1.0,7.0,0.0,1000000.0,38.0,True,4096.0
BMFRmaxAgent,sweep_c26,10,0.11940347775816915,0.013895169709909462,0.004394038475789503,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,80.0,,,,0.01,0.0429246,,,64.0,ReplayBuffer,,0.0,0.0,2048.0,256.0,1.0,6.0,0.0,1000000.0,5.0,True,16.0
BMFRmaxAgent,sweep_c31,10,0.11940347775816915,0.013895169709909462,0.004394038475789503,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,16.0,,,,0.01,0.0387635,,,1024.0,ReplayBuffer,,0.0,0.0,2048.0,2048.0,1.0,0.0,0.0,1000000.0,43.0,True,8.0
BMFRmaxAgent,sweep_c55,10,0.11940347775816915,0.013895169709909463,0.0043940384757895036,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,18.0,,,,0.01,0.00746632,,,128.0,ReplayBuffer,,0.0,0.0,2048.0,256.0,1.0,3.0,0.0,1000000.0,22.0,True,64.0
BMFRmaxAgent,sweep_c99,10,0.11940347775816915,0.013895169709909462,0.004394038475789503,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,5.0,,,,0.01,0.97168,,,512.0,ReplayBuffer,,0.0,0.0,2048.0,2048.0,1.0,3.0,0.0,1000000.0,24.0,True,8192.0
BMFRmaxAgent,sweep_c41,10,0.11940347775816915,0.013895169709909463,0.0043940384757895036,0.0962671935558319,0.1379310339689254,0.12367348372936245,0.10830432735383509,0.12868760153651235,,BMFRmaxAgent,,0.99,,,,,,,90.0,,,,0.01,0.00155474,,,128.0,ReplayBuffer,,0.0,0.0,2048.0,2048.0,1.0,8.0,0.0,1000000.0,34.0,True,256.0
