agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_eps_decay_steps,param_agent_eps_end,param_agent_eps_start,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DQNAgent,sweep_c65,5,0.8850987315177917,0.0013063924097121591,0.0005842364466812288,0.8834047913551331,0.886724591255188,0.8852359652519226,0.8842602372169495,0.8858680725097656,DQNAgent,0.99,261927.0,0.0136997,0.825947,,,0.00026155,10.9204,,,,512.0,,,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,1,0,1000000,1,True,16
DQNAgent,sweep_c192,5,0.884627389907837,0.002089493785303076,0.0009344500285002057,0.8815833330154419,0.8863168358802795,0.885642945766449,0.8833383917808533,0.8862554430961609,DQNAgent,0.99,260760.0,0.0173158,0.686565,,,8.52115e-05,12.7794,,,,64.0,,,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,4,1,0,1000000,2,True,2
DQNAgent,sweep_c40,5,0.8815118908882141,0.007435855518737824,0.003325415682152947,0.8719215393066406,0.8877196907997131,0.8863111138343811,0.8750320672988892,0.8865750432014465,DQNAgent,0.99,119012.0,0.0114346,0.908227,,,3.03654e-06,0.908577,,,,256.0,,,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,2048,2,1,0,1000000,4,True,4096
DQNAgent,sweep_c197,5,0.8809186577796936,0.0015655731452260972,0.0007001455952947407,0.8791143298149109,0.882682204246521,0.881397008895874,0.879452109336853,0.8819476366043091,DQNAgent,0.99,374216.0,0.0147695,0.504683,,,0.0030629,19.583,,,,1024.0,,,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,3,0,1000000,8,True,64
DQNAgent,sweep_c96,5,0.8808556079864502,0.003974007531138426,0.0017772301965443263,0.8759948015213013,0.8858407735824585,0.880425214767456,0.8783197999000549,0.8836974501609802,DQNAgent,0.99,31504.0,0.0703504,0.311884,,,8.4164e-06,7.13305,,,,256.0,,,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,2,3,0,1000000,1,True,1
