agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_eps_decay_steps,param_agent_eps_end,param_agent_eps_start,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DRMAgent,sweep_c188,5,0.9253239154815673,0.002268929597656311,0.0010146961633041517,0.9213969707489014,0.9269424676895142,0.9258077144622804,0.9256648421287536,0.9268075823783876,DRMAgent,0.99,,,,5.0,204.0,0.00043811,15.5781,,,1.0,128.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,2,2,0,1000000,2,True,8
DRMAgent,sweep_c176,5,0.9203875422477722,0.004094923045487891,0.0018313052584682772,0.9136611819267272,0.9237833023071288,0.9218934774398804,0.9195157885551452,0.9230839610099792,DRMAgent,0.99,,,,5.0,422.0,6.96002e-05,0.859822,,,1.0,64.0,True,1.0,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,8,2,0,1000000,2,True,4096
DRMAgent,sweep_c125,5,0.917668616771698,0.005147234235463311,0.002301913129322024,0.9105277061462402,0.9231033325195312,0.9194899797439576,0.914285123348236,0.9209369421005248,DRMAgent,0.99,,,,5.0,294.0,0.0011876,7.13305,,,1.0,256.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,2,4,0,1000000,1,True,1
DRMAgent,sweep_c161,5,0.9090311646461486,0.01670731119298494,0.007471736709751486,0.879368245601654,0.9189826250076294,0.9166842103004456,0.9132792353630066,0.9168415069580078,DRMAgent,0.99,,,,5.0,406.0,0.000399807,16.2641,,,1.0,512.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,2,2,0,1000000,4,True,128
DRMAgent,sweep_c145,5,0.8703620314598084,0.01614944528043793,0.007222251489194474,0.8523789644241333,0.8895145654678345,0.8718841075897217,0.8558430075645447,0.8821895122528076,DRMAgent,0.99,,,,5.0,401.0,0.000288552,16.9104,,,1.0,256.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,8,0,0,1000000,16,True,32
NFQAgent,sweep_c146,5,0.9218232989311218,0.00010430527240391914,4.664673590135922e-05,0.92170912027359,0.9219915866851808,0.921815812587738,0.9217774271965028,0.9218225479125975,NFQAgent,0.99,244017.0,0.0710968,0.321858,,,0.000108224,1.98529,,40.0,,,,,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,2,4,0,1000000,2,True,8
NFQAgent,sweep_c151,5,0.9160738706588745,0.000874199503138789,0.00039095390298297456,0.914636731147766,0.9167108535766602,0.9164933562278748,0.9158535003662108,0.9166749119758606,NFQAgent,0.99,198056.0,0.0807985,0.78198,,,4.3017e-06,2.16485,,19.0,,,,,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,8,3,0,1000000,4,True,32
NFQAgent,sweep_c76,5,0.9153209090232849,0.01638704855142342,0.007328510902314444,0.8860626220703125,0.9233450293540956,0.9229468107223512,0.9209083318710328,0.9233417510986328,NFQAgent,0.99,27106.0,0.0735151,0.958024,,,1.31252e-05,18.1635,,18.0,,,,,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,4,3,0,1000000,2,True,1
NFQAgent,sweep_c67,5,0.9066124320030212,0.0012038614029351241,0.0005383831864902405,0.9044765830039978,0.9073790311813354,0.9070673584938048,0.9069631695747375,0.9071760177612304,NFQAgent,0.99,477459.0,0.130484,0.498378,,,2.75173e-05,4.3226,,44.0,,,,,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,4,2,0,1000000,4,True,256
NFQAgent,sweep_c22,5,0.9018890738487244,0.017852031869961787,0.007983671359545448,0.8707946538925171,0.9152387976646424,0.9080981016159058,0.9041487574577332,0.9111650586128236,NFQAgent,0.99,295337.0,0.0524506,0.669301,,,7.91865e-06,12.2776,,1.0,,,,,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,2048,4,3,0,1000000,4,True,8192
RMaxNFQAgent,sweep_c184,5,0.7590364709496498,0.3566333238302603,0.15949127102523153,0.1210898235440254,0.921332836151123,0.917710304260254,0.914454221725464,0.9205951690673828,RMaxNFQAgent,0.99,,,,5.0,,8.31179e-06,9.75,174.0,82.0,,,,,1.0,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,3,0,1000000,16,True,32
RMaxNFQAgent,sweep_c93,5,0.616466736793518,0.29053667710270326,0.12993195199171023,0.3035620450973511,0.9271214604377748,0.4652189910411834,0.4602200090885162,0.9262111783027648,RMaxNFQAgent,0.99,,,,5.0,,1.39827e-06,8.12384,241.0,6.0,,,,,1.0,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,8,3,0,1000000,1,True,1
RMaxNFQAgent,sweep_c123,5,0.5837798780761659,0.4763410490071307,0.21302619321070057,0.005807954352349,0.93076354265213,0.93001127243042,0.1220312863588333,0.9302853345870972,RMaxNFQAgent,0.99,,,,5.0,,4.5978e-05,1.65402,483.0,20.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,8,2,0,1000000,4,True,1024
RMaxNFQAgent,sweep_c98,5,0.3188975416065659,0.43574565287189104,0.19487138014431496,0.0001907422265503,0.7989001870155334,0.0010550745064392,0.0007851332775317,0.7935565710067749,RMaxNFQAgent,0.99,,,,5.0,,1.31252e-05,4.48324,481.0,26.0,,,,,1.0,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,1,4,0,1000000,2,True,8192
RMaxNFQAgent,sweep_c52,5,0.30557032078504565,0.3808955773721854,0.17034168066664743,0.0157697573304176,0.9307757616043092,0.1060436144471168,0.0696770623326301,0.4055854082107544,RMaxNFQAgent,0.99,,,,5.0,,3.03654e-06,18.3525,444.0,34.0,,,,,1.0,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,4,2,0,1000000,1,True,1
