agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DRMAgent,sweep_c117,5,0.8973404049873352,0.055664966731617256,0.024894129915432096,0.8163502812385559,0.9399864673614502,0.9334772825241088,0.8616475462913513,0.9352404475212096,DRMAgent,0.99,5,313.0,4.96133e-05,14.128,,,1.0,128.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,3,0,1000000,4,True,64
DRMAgent,sweep_c86,5,0.8883072972297669,0.12135635516536046,0.05427221193027074,0.6712678670883179,0.9467150568962096,0.9410178065299988,0.9398831129074096,0.9426526427268982,DRMAgent,0.99,5,58.0,0.000520792,2.69014,,,1.0,1024.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,4,0,1000000,4,True,128
DRMAgent,sweep_c177,5,0.8534754514694214,0.1853091752826869,0.08287278255730234,0.5224711894989014,0.9460634589195251,0.9384509325027466,0.9195016026496888,0.9408900737762452,DRMAgent,0.99,5,325.0,0.000177674,5.12844,,,1.0,1024.0,True,1.0,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,3,0,1000000,4,True,2
RMaxNFQAgent,sweep_c146,5,0.8164802491664886,0.2976943508157367,0.13313296098833144,0.2839484512805938,0.9497610330581664,0.9496005177497864,0.9494227766990662,0.9496684670448304,RMaxNFQAgent,0.99,5,,1.93503e-05,6.87002,334.0,32.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,0,0,1000000,8,True,4
RMaxNFQAgent,sweep_c24,5,0.7903141230344772,0.3470525427313069,0.15520661546227055,0.1695795506238937,0.9490681886672974,0.9487393498420716,0.9351581335067748,0.9490253925323486,RMaxNFQAgent,0.99,5,,2.14205e-06,3.58507,346.0,83.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,3,0,1000000,4,True,2
RMaxNFQAgent,sweep_c143,5,0.7792172133922577,0.295208706496414,0.17043882616282585,0.4383395612239837,0.9496650099754332,0.949647068977356,0.6939933151006699,0.9496560394763947,RMaxNFQAgent,0.99,5,,1.65273e-06,15.0679,371.0,128.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,2,True,16
RMaxNFQAgent,sweep_c197,5,0.7535889033577405,0.4211013209473011,0.1883222358106243,0.0003284236299805,0.9455347061157228,0.9410815238952636,0.9362690448760986,0.944730818271637,RMaxNFQAgent,0.99,5,,0.000109145,1.01064,63.0,11.0,,,,,1.0,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,3,0,1000000,16,True,2048
RMaxNFQAgent,sweep_c126,5,0.7525371048832312,0.41986941703423514,0.18777131163235158,0.0014589299680665,0.9417065978050232,0.940691351890564,0.9372259378433228,0.9416027069091796,RMaxNFQAgent,0.99,5,,3.07554e-06,2.42524,123.0,79.0,,,,,1.0,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,1,1,0,1000000,8,True,512
DRMAgent,sweep_c25,5,0.7519661920145154,0.418836552902516,0.1873094007503425,0.0030335867777466,0.9476599097251892,0.9451919794082642,0.918570637702942,0.9453748464584352,DRMAgent,0.99,5,83.0,8.92954e-05,2.43254,,,1.0,1024.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,0,0,1000000,2,True,1
DRMAgent,sweep_c77,5,0.7514010239123309,0.4200607984061998,0.1878568999838196,4.520440052147024e-05,0.9456429481506348,0.9359557032585144,0.9314280152320862,0.9439332485198976,DRMAgent,0.99,5,98.0,0.000394195,19.1343,,,1.0,128.0,True,1.0,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,4,0,1000000,4,True,1
RMaxNFQAgent,sweep_c79,5,0.7494133544387296,0.41867473246571574,0.1872370324509757,0.0004894497105851,0.9414506554603576,0.934309720993042,0.9327862858772278,0.9380306601524352,RMaxNFQAgent,0.99,5,,2.28347e-06,15.5895,212.0,16.0,,,,,1.0,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,8,True,1
DRMAgent,sweep_c49,5,0.7475986792414915,0.4177196049192727,0.18680988642676985,0.0004738935676869,0.941820740699768,0.9325419664382936,0.9232140183448792,0.9399427771568298,DRMAgent,0.99,5,20.0,5.25457e-05,18.4018,,,1.0,256.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,2,0,1000000,8,True,4096
DRMAgent,sweep_c187,5,0.7420968605845701,0.41475444467972356,0.18548382645480757,0.0004738935676869,0.9418189525604248,0.9232280254364014,0.9101211428642272,0.93484228849411,DRMAgent,0.99,5,134.0,7.39452e-05,15.6684,,,1.0,1024.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,2,0,1000000,2,True,4096
DRMAgent,sweep_c119,5,0.7400604003691115,0.4137803994266465,0.1850482201749993,0.0003747314331121,0.9394800066947936,0.9273279309272766,0.8995200395584106,0.933599293231964,DRMAgent,0.99,5,233.0,0.000621794,4.38685,,,1.0,8192.0,True,1.0,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,1,3,0,1000000,1,True,1
DRMAgent,sweep_c104,5,0.7204530596733093,0.27008553353241954,0.1207859225435578,0.2952889800071716,0.9311676025390624,0.8305976986885071,0.6160039901733398,0.9292070269584656,DRMAgent,0.99,5,294.0,0.000956981,10.6744,,,1.0,512.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,3,0,1000000,16,True,64
DRMAgent,sweep_c46,5,0.7191920697689056,0.2991567842821568,0.13378698111702864,0.2906868755817413,0.9369444251060486,0.9206060767173768,0.5160934329032898,0.9316295385360718,DRMAgent,0.99,5,245.0,0.014562,6.22681,,,1.0,64.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,0,0,1000000,1,True,16
DRMAgent,sweep_c22,5,0.7157647874206304,0.3895636806749233,0.17421817431082992,0.0222826730459928,0.9229106903076172,0.8944255709648132,0.8251007199287415,0.9141042828559875,DRMAgent,0.99,5,332.0,5.19686e-05,3.68833,,,1.0,4096.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,1,True,512
RMaxNFQAgent,sweep_c2,5,0.6652864247560502,0.3644483705419856,0.16298626616418233,0.1803880780935287,0.9497557282447816,0.8793513774871826,0.3675006926059723,0.9494362473487854,RMaxNFQAgent,0.99,5,,6.21894e-06,15.2382,71.0,129.0,,,,,1.0,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,1,0,1000000,16,True,4
DRMAgent,sweep_c146,5,0.6386613428592682,0.34001500769348936,0.15205933411455122,0.072704941034317,0.9445202350616456,0.7037508487701416,0.6236180067062378,0.848712682723999,DRMAgent,0.99,5,177.0,0.00671958,0.437833,,,1.0,1024.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,4,0,1000000,1,True,2048
DRMAgent,sweep_c185,5,0.619884830340743,0.3471046398301441,0.15522991399315664,0.0097307842224836,0.8192532658576965,0.7950487732887268,0.6620332598686218,0.8133580684661865,DRMAgent,0.99,5,422.0,0.0009146,13.8547,,,1.0,16384.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,4,0,1000000,8,True,4
RMaxNFQAgent,sweep_c134,5,0.5930624558823183,0.4899433537349444,0.21910932881511222,0.0005065199220553,0.949851095676422,0.9494500756263732,0.1159366741776466,0.9495679140090942,RMaxNFQAgent,0.99,5,,4.05566e-05,16.7201,378.0,123.0,,,,,1.0,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,0,0,1000000,4,True,1024
DRMAgent,sweep_c27,5,0.5839918822050094,0.23608795163449003,0.10558174170468046,0.1995333880186081,0.7915991544723511,0.6750370860099792,0.5267190337181091,0.7270707488059998,DRMAgent,0.99,5,429.0,0.00559416,11.2559,,,1.0,256.0,True,1.0,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,3,0,1000000,1,True,32
RMaxNFQAgent,sweep_c41,5,0.5724220588119351,0.5142900022165614,0.22999748102094975,4.998374060960487e-05,0.948974072933197,0.9465181827545166,0.0181300062686204,0.948438048362732,RMaxNFQAgent,0.99,5,,6.21643e-05,18.7996,187.0,22.0,,,,,1.0,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,2,0,1000000,16,True,1024
RMaxNFQAgent,sweep_c44,5,0.5700473633543879,0.5202005613869073,0.2326407634389354,3.8104746636236086e-05,0.9501364827156068,0.9496943950653076,0.0003543755155988,0.9500134587287904,RMaxNFQAgent,0.99,5,,0.000123786,7.09599,47.0,19.0,,,,,1.0,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,2,0,1000000,2,True,4
RMaxNFQAgent,sweep_c83,5,0.5584595281950897,0.5097179400656173,0.2279527926675768,0.0002305215602973,0.9405891299247742,0.9113356471061708,0.000251898105489,0.939890444278717,RMaxNFQAgent,0.99,5,,1.09887e-06,13.9446,188.0,120.0,,,,,1.0,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,1,2,0,1000000,8,True,2
DRMAgent,sweep_c115,5,0.5519324435299495,0.5039398844798262,0.2253687676540565,0.0002052506461041,0.9477327466011048,0.8844662308692932,0.0007104622200131,0.9265475273132324,DRMAgent,0.99,5,374.0,1.79756e-05,8.84151,,,1.0,512.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,4,0,1000000,1,True,64
DRMAgent,sweep_c138,5,0.547766774892807,0.14875906955377452,0.06652707835837182,0.4094297587871551,0.7975403666496277,0.5308762788772583,0.4670400619506836,0.5339474081993103,DRMAgent,0.99,5,13.0,0.0424169,3.18934,,,1.0,4096.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,3,0,1000000,1,True,4
DRMAgent,sweep_c85,5,0.544764244556427,0.49852897112737643,0.22294893363876872,0.0,0.9392997622489928,0.8508935570716858,0.0,0.9336279034614564,DRMAgent,0.99,5,4.0,4.69134e-05,18.6625,,,1.0,64.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,1,4,0,1000000,2,True,128
DRMAgent,sweep_c170,5,0.5341349231777712,0.4890942976870582,0.21872961940715605,0.0008253783453255,0.9312758445739746,0.8091258406639099,0.0013356414856389,0.9281119108200072,DRMAgent,0.99,5,276.0,0.00101127,19.8028,,,1.0,2048.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,4,0,1000000,8,True,4096
RMaxNFQAgent,sweep_c116,5,0.5155154377222061,0.41019345320148026,0.18344408905677773,0.1258393824100494,0.9475974440574646,0.4169585704803467,0.1415943354368209,0.9455874562263488,RMaxNFQAgent,0.99,5,,3.11673e-06,10.4863,444.0,146.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,3,0,1000000,8,True,1
DRMAgent,sweep_c172,5,0.48627778627560475,0.4557669470737353,0.2038251751108842,0.0002662454207893,0.9012485146522522,0.6383480429649353,0.0007474079611711,0.8907787203788757,DRMAgent,0.99,5,185.0,0.000441638,11.2758,,,1.0,64.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,1,0,1000000,16,True,4096
RMaxNFQAgent,sweep_c49,5,0.38784017235739154,0.5132836278162176,0.2295474167069529,3.92711372114718e-05,0.9502642154693604,0.0392937213182449,0.0001858243485912,0.9494178295135498,RMaxNFQAgent,0.99,5,,0.000686395,6.38711,19.0,80.0,,,,,1.0,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,0,0,1000000,16,True,64
RMaxNFQAgent,sweep_c114,5,0.3794735024508554,0.5090584470175864,0.22765785841035965,0.0003926632052753,0.9400562047958374,0.0194231998175382,0.0034355861134827,0.9340598583221436,RMaxNFQAgent,0.99,5,,1.31252e-05,4.48324,481.0,26.0,,,,,1.0,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,1,3,0,1000000,2,True,1024
DRMAgent,sweep_c89,5,0.37767059159232297,0.5159530109048173,0.23074120111577232,0.0007121333619579,0.9469807744026184,0.0010345993796363,0.0008866874850355,0.9387387633323668,DRMAgent,0.99,5,261.0,2.42064e-05,5.89208,,,1.0,256.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,3,0,1000000,1,True,8192
RMaxNFQAgent,sweep_c55,5,0.372948441922199,0.5098813160923799,0.22802585664792374,0.0002969155320897,0.9371066689491272,0.0008610279182903,0.000627503846772,0.9258500933647156,RMaxNFQAgent,0.99,5,,1.73754e-06,16.0499,485.0,75.0,,,,,1.0,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,1,2,0,1000000,8,True,64
DRMAgent,sweep_c5,5,0.3716989805107005,0.5075157549668824,0.2269679455516151,0.0009208790725097,0.9318981766700744,0.0013108906568959,0.0009734351770021,0.9233915209770204,DRMAgent,0.99,5,444.0,0.000935791,16.1201,,,1.0,64.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,16,1,1,0,1000000,1,True,2048
DRMAgent,sweep_c11,5,0.3653440622263588,0.47934563864749613,0.21436988654677033,0.0002330220304429,0.9078749418258668,0.045948289334774,0.0008145806496031,0.8718494772911072,DRMAgent,0.99,5,149.0,1.11651e-05,0.756151,,,1.0,256.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,4,0,1000000,8,True,2
DRMAgent,sweep_c39,5,0.3443437240697676,0.47286245279108186,0.21147051768962882,0.0,0.9146174192428588,0.0003785671433433,4.213345528114587e-05,0.8066805005073547,DRMAgent,0.99,5,406.0,4.56902e-06,2.75507,,,1.0,1024.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,3,0,1000000,4,True,2
DRMAgent,sweep_c81,5,0.3424626990192337,0.4718201339404,0.21100437852875803,0.0,0.9312394261360168,0.0001592049957253,0.0001117199863074,0.7808031439781189,DRMAgent,0.99,5,51.0,0.00023227,14.7122,,,1.0,256.0,True,1.0,,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,8,True,1024
DRMAgent,sweep_c93,5,0.3308112263970543,0.450904177083942,0.20165047825965943,9.459313878323884e-05,0.8574568033218384,0.0056964769028127,0.0001288038183702,0.7906794548034668,DRMAgent,0.99,5,5.0,0.000238647,8.88182,,,1.0,2048.0,True,1.0,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,2,0,1000000,8,True,2
DRMAgent,sweep_c78,5,0.3259184701368213,0.30751005531669345,0.13752267749056943,0.0027634277939796,0.6500653624534607,0.3857598006725311,0.0097414692863821,0.5812622904777527,DRMAgent,0.99,5,484.0,0.000920078,11.4788,,,1.0,32768.0,True,1.0,,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,1,4,0,1000000,1,True,4096
DRMAgent,sweep_c70,5,0.30846195258200165,0.37450066233077284,0.16748178771806058,0.0273838881403207,0.9465272426605223,0.1252248883247375,0.1071307435631752,0.3360430002212524,DRMAgent,0.99,5,42.0,0.00689455,16.2247,,,1.0,256.0,True,1.0,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,1,0,1000000,1,True,512
DRMAgent,sweep_c143,5,0.2603163805091754,0.35651954039774947,0.15944038552727002,0.0010345993796363,0.7069336771965027,0.0030526907648891,0.0010857207234948,0.5894752144813538,DRMAgent,0.99,5,161.0,0.0103122,5.25725,,,1.0,128.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,0,0,1000000,2,True,8192
RMaxNFQAgent,sweep_c186,5,0.23373975693830285,0.4100248139497221,0.18336867129065654,0.0003491638053674,0.947729468345642,0.0016618758672848,0.0011108549078926,0.2178474217653274,RMaxNFQAgent,0.99,5,,2.96394e-06,3.90129,286.0,136.0,,,,,1.0,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,3,0,1000000,4,True,2048
RMaxNFQAgent,sweep_c124,5,0.2252108037471771,0.109265863149997,0.04886517952471652,0.0992200374603271,0.3766886293888092,0.2081488817930221,0.1553845554590225,0.2866119146347046,RMaxNFQAgent,0.99,5,,0.000558967,14.3934,446.0,23.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,0,0,1000000,1,True,1
RMaxNFQAgent,sweep_c47,5,0.21264402860542758,0.4128488623434854,0.18463162412669729,0.0004877685569226,0.9488102197647096,0.0322666838765144,0.0005280507612042,0.0811274200677871,RMaxNFQAgent,0.99,5,,0.000198449,6.3349,168.0,56.0,,,,,1.0,4096,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,2,0,1000000,8,True,128
RMaxNFQAgent,sweep_c43,5,0.20790829103207212,0.4147351970783715,0.18547521866580216,0.0006613712757825,0.9466344714164734,0.0018542751204222,0.0007860580808483,0.0896052792668342,RMaxNFQAgent,0.99,5,,0.00013817,0.673493,149.0,78.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,0,0,1000000,4,True,4096
DRMAgent,sweep_c139,5,0.2069509750406723,0.3847731311422892,0.17207577542992,0.00041615133523,0.8942890763282776,0.0448350720107555,0.0426694974303245,0.0525450780987739,DRMAgent,0.99,5,392.0,1.50266e-05,11.433,,,1.0,8192.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,32,1,3,0,1000000,2,True,2048
DRMAgent,sweep_c72,5,0.1895035060035297,0.4155909788023894,0.18585793588756336,0.0,0.9329066276550292,0.0068162102252244,4.213345528114587e-05,0.0077525586821138,DRMAgent,0.99,5,317.0,5.70512e-06,2.19533,,,1.0,2048.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,1,0,1000000,4,True,8
