agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DRMAgent,sweep_c134,5,0.8842130184173584,0.00829398638918123,0.0037091834741334513,0.8707605004310608,0.8918383121490479,0.884758472442627,0.8835524320602417,0.8901553750038147,DRMAgent,0.99,5,275.0,0.000864137,2.5237,,,1.0,64.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,1,0,1000000,1,True,2048
DRMAgent,sweep_c99,5,0.8835085988044739,0.010033219066042029,0.004486991972963385,0.868034839630127,0.89144366979599,0.8880437612533569,0.8788792490959167,0.8911414742469788,DRMAgent,0.99,5,348.0,0.0006859,10.9204,,,1.0,512.0,True,1.0,,32768,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,3,0,1000000,1,True,2
DRMAgent,sweep_c181,5,0.8795949220657349,0.014093644097626073,0.006302869250596116,0.8574820160865784,0.8911213278770447,0.887706995010376,0.8736273646354675,0.8880369067192078,DRMAgent,0.99,5,472.0,0.000939964,1.72149,,,1.0,64.0,True,1.0,,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,64,1,0,0,1000000,1,True,2
DRMAgent,sweep_c14,5,0.8163404822349548,0.05369572358870442,0.024013457609076406,0.7332300543785095,0.8811449408531189,0.8245636820793152,0.8089820742607117,0.8337816596031189,DRMAgent,0.99,5,487.0,0.000245629,9.06621,,,1.0,1024.0,True,1.0,,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,1,0,1000000,4,True,2
DRMAgent,sweep_c56,5,0.7655678033828736,0.2607979107833791,0.11663237138031221,0.2990589141845703,0.8856674432754517,0.8802486658096313,0.8795596957206726,0.8833042979240417,DRMAgent,0.99,5,186.0,0.00129977,2.18445,,,1.0,256.0,True,1.0,,65536,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,128,1,4,0,1000000,2,True,512
RMaxNFQAgent,sweep_c24,5,0.822444474697113,0.08388213253293941,0.037513230088259825,0.693839967250824,0.8947638869285583,0.8429529666900635,0.7887815833091736,0.8918839693069458,RMaxNFQAgent,0.99,5,,2.14205e-06,3.58507,346.0,83.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,4,0,1000000,4,True,2
RMaxNFQAgent,sweep_c41,5,0.7779258489608765,0.04961382455850371,0.022187976867312557,0.6978768706321716,0.8302027583122253,0.7840052247047424,0.7740554213523865,0.8034889698028564,RMaxNFQAgent,0.99,5,,6.21643e-05,18.7996,187.0,22.0,,,,,1.0,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,0,0,1000000,16,True,1024
RMaxNFQAgent,sweep_c115,5,0.6588233250193298,0.38237704766193753,0.17100421432155385,0.0002223937772214,0.8971861004829407,0.8712210655212402,0.6453441977500916,0.880142867565155,RMaxNFQAgent,0.99,5,,3.03709e-06,7.5904,95.0,89.0,,,,,1.0,8192,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,256,1,2,0,1000000,4,True,512
RMaxNFQAgent,sweep_c159,5,0.5540428757667542,,,0.5540428757667542,0.5540428757667542,0.5540428757667542,0.5540428757667542,0.5540428757667542,RMaxNFQAgent,0.99,5,,1.31183e-06,19.9158,378.0,131.0,,,,,1.0,131072,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,0,0,1000000,16,True,2048
RMaxNFQAgent,sweep_c146,5,0.5172194343904266,0.46084506895504856,0.2060961802558133,4.213345528114587e-05,0.8958701491355896,0.8188679218292236,0.0267772059887647,0.8445397615432739,RMaxNFQAgent,0.99,5,,1.93503e-05,6.87002,334.0,32.0,,,,,1.0,16384,FlatteningReplayBuffer,"(5, 5, 3)",,0,0,100,512,1,1,0,1000000,8,True,4
